Target_genes	Foxo1|Average	SRX272969|CD4-Positive_T-Lymphocytes	SRX682273|CD4-Positive_T-Lymphocytes	SRX682274|CD4-Positive_T-Lymphocytes	SRX682276|CD4-Positive_T-Lymphocytes	SRX278097|CD8-Positive_T-Lymphocytes	SRX1117087|HAFTL	SRX7586623|Heart	SRX7586624|Heart	SRX7586625|Heart	SRX021879|Pro-B_cells	SRX2136458|Pro-B_cells	SRX183787|Treg	SRX183788|Treg	SRX1219538|Uterus	STRING
Shld1	11.000000	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0
Sh3bp2	11.000000	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec11a	11.000000	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasa1	11.000000	0	61	0	0	0	0	0	0	93	0	0	0	0	0	0
Phf20l1	11.000000	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
Gnpda1	11.000000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
Ctr9	11.000000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
Acadl	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0
Zfp709	10.928571	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0
Wdfy1	10.928571	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Thap1	10.928571	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Rpsa	10.928571	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Nmnat1	10.928571	0	0	0	0	0	0	0	76	77	0	0	0	0	0	0
Ndst2	10.928571	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Mtres1	10.928571	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Lzic	10.928571	0	0	0	0	0	0	0	76	77	0	0	0	0	0	0
Kctd5	10.928571	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Ing4	10.928571	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0
Eef1e1	10.928571	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0
Atg16l1	10.928571	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Akap1	10.928571	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0
Slc35d1	10.857143	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Rara	10.857143	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0
Pet117	10.857143	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0
L3mbtl3	10.857143	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0
Kat14	10.857143	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbl	10.857143	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0
Asb1	10.857143	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0
Ahi1	10.857143	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0
Vps37c	10.785714	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0
Taf1d	10.785714	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0
Smad5	10.785714	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf168	10.785714	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0
Pygo2	10.785714	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0
Ptges2	10.785714	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0
Nek1	10.785714	0	82	0	0	0	0	0	0	0	0	0	0	0	69	0
L2hgdh	10.785714	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0
Exosc3	10.785714	0	0	0	0	0	0	97	54	0	0	0	0	0	0	0
Dmac2l	10.785714	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0
Dis3l	10.785714	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0
Cog2	10.785714	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0
4931406C07Rik	10.785714	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0
Usp42	10.714286	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0
Smarcd3	10.714286	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0
Rrm1	10.714286	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0
Prpsap2	10.714286	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl1	10.714286	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45g	10.714286	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
Eva1c	10.714286	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0
Dnlz	10.714286	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0
Cwc27	10.714286	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
Ythdf1	10.642857	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Trmt2a	10.642857	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Tmppe	10.642857	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0
Rpl36al	10.642857	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Ranbp1	10.642857	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Pwwp2a	10.642857	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0
Mgat2	10.642857	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Lsm14a	10.642857	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Glb1	10.642857	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0
Usp4	10.571429	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0
Sesn3	10.571429	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0
Rmnd5b	10.571429	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Prr12	10.571429	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Lrrc8b	10.571429	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl42	10.571429	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0
Haus4	10.571429	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0
9930021J03Rik	10.571429	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0
Uchl3	10.500000	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0
Syne1	10.500000	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk19	10.500000	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0
Pex7	10.500000	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
Odc1	10.500000	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0
Ncapd2	10.500000	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0
Mrpl51	10.500000	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0
Mettl3	10.500000	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
Itprid2	10.500000	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnph2	10.500000	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0
Gla	10.500000	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0
Fggy	10.500000	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0
Dxo	10.500000	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0
Cdipt	10.500000	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
Ccnl2	10.500000	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
Yju2	10.428571	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0
Vamp2	10.428571	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0
Ssbp3	10.428571	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0
Spta1	10.428571	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0
Psmd14	10.428571	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0
Pom121	10.428571	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0
Ndufb10	10.428571	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0
Mafa	10.428571	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0
Josd1	10.428571	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
Hsd17b11	10.428571	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0
Hhex	10.428571	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0
Dpp3	10.428571	0	0	0	0	78	0	0	68	0	0	0	0	0	0	0
Bbs10	10.428571	0	0	0	0	0	0	0	73	73	0	0	0	0	0	0
Art2a	10.428571	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Add1	10.428571	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0
Abhd2	10.428571	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0
Zfp329	10.357143	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0
Uvrag	10.357143	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0
Tmem201	10.357143	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0
Tank	10.357143	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Rnf220	10.357143	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Lrriq3	10.357143	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
Kat8	10.357143	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0
Kat6a	10.357143	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5a	10.357143	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0
Il2rb	10.357143	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Fpgt	10.357143	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
Ap3s2	10.357143	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0
Abl2	10.357143	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0
Zfp251	10.285714	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Vdac1	10.285714	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0
Selplg	10.285714	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0
Satb1	10.285714	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rft1	10.285714	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
Pip4k2a	10.285714	0	60	0	0	0	0	0	0	84	0	0	0	0	0	0
Mphosph10	10.285714	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0
Mcee	10.285714	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0
Lamtor5	10.285714	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Kctd18	10.285714	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0
Galnt7	10.285714	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd4b	10.285714	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Entpd4	10.285714	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Arrb2	10.285714	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Ak1	10.285714	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Acsl1	10.285714	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Spopl	10.214286	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
Smarca2	10.214286	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinhcaf	10.214286	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Pxdn	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Pick1	10.214286	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
Mrpl12	10.214286	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctcf	10.214286	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
Cavin1	10.214286	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
Atp1a1	10.214286	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
Akap8l	10.214286	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0
8030462N17Rik	10.214286	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
Tfb1m	10.142857	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
Tet2	10.142857	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Rps9	10.142857	0	0	0	0	0	0	0	74	0	0	0	0	0	68	0
Pinlyp	10.142857	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Map4k1	10.142857	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0
Lpcat1	10.142857	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Leprotl1	10.142857	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3264	10.142857	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Gcc2	10.142857	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
Eif3k	10.142857	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0
Atmin	10.142857	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp493	10.071429	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0
Nipsnap2	10.071429	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Metap1	10.071429	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Ltbr	10.071429	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0
Dipk2b	10.071429	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0
Zfp958	10.000000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb49	10.000000	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Zbtb43	10.000000	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0
Tom1	10.000000	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0
Rpl37a	10.000000	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Repin1	10.000000	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0
Prr14	10.000000	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0
Pde8a	10.000000	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0
Parp11	10.000000	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0
Lyar	10.000000	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Gphn	10.000000	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0
Gemin7	10.000000	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0
Fanci	10.000000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Umad1	9.928571	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Snrk	9.928571	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc31a1	9.928571	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Rpa3	9.928571	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Prpf4b	9.928571	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0
Phax	9.928571	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Nt5c	9.928571	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Nedd4l	9.928571	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Mrto4	9.928571	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Map2k2	9.928571	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Kif11	9.928571	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Fkbp15	9.928571	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Emc1	9.928571	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Dnmt1	9.928571	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0
Denr	9.928571	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Dele1	9.928571	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0
Cep112	9.928571	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0
Ap3m1	9.928571	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Aldh7a1	9.928571	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Vps11	9.857143	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Top3b	9.857143	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
Tmem199	9.857143	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
St3gal3	9.857143	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Siah2	9.857143	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
Reep5	9.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Poldip2	9.857143	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Pofut2	9.857143	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Pef1	9.857143	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Map3k5	9.857143	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
Hspa1b	9.857143	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0
Gimap8	9.857143	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
Garem1	9.857143	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Cdca8	9.857143	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
9930104L06Rik	9.857143	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
Zfp326	9.785714	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Yes1	9.785714	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Trim5	9.785714	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0
Tmem9b	9.785714	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
Tex264	9.785714	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Supt20	9.785714	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Slc2a8	9.785714	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Phf11d	9.785714	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0
Pex10	9.785714	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmgt2	9.785714	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
Lrrc75a	9.785714	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
Gabarapl2	9.785714	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Eif3f	9.785714	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0
Cdkn1a	9.785714	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
Camk2d	9.785714	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Zfp82	9.714286	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Zfp408	9.714286	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
Usf2	9.714286	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
Tomm5	9.714286	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
Psmd2	9.714286	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Prf1	9.714286	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0
Phkg2	9.714286	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0
Gstm7	9.714286	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0
Cradd	9.714286	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0
Cdc42bpb	9.714286	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
Arhgap1	9.714286	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
Ap2b1	9.714286	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
Agpat5	9.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Tnfaip3	9.642857	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Tmem30a	9.642857	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Tmem191c	9.642857	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0
Sco1	9.642857	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
Rtn3	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Rb1	9.642857	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
Pcnx4	9.642857	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
Nars	9.642857	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
Mindy2	9.642857	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Hspa8	9.642857	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
Exoc5	9.642857	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnpy3	9.642857	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Ap5m1	9.642857	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0
Adprm	9.642857	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
Adprhl2	9.642857	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Adamts17	9.642857	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
Abcg1	9.642857	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0
1810037I17Rik	9.642857	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0
Vsig10	9.571429	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Syvn1	9.571429	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
Smu1	9.571429	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a1	9.571429	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a46	9.571429	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
Rreb1	9.571429	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
Rpp21	9.571429	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Psmb7	9.571429	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Pithd1	9.571429	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcolce	9.571429	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0
Mtif2	9.571429	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Gpatch4	9.571429	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0
Fam3c	9.571429	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc3	9.571429	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Crkl	9.571429	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Chd8	9.571429	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
Ambra1	9.571429	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
Abi2	9.571429	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
2610507B11Rik	9.571429	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem97	9.500000	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
Samd8	9.500000	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
Rpl28	9.500000	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
Plekhh2	9.500000	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
Lat	9.500000	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsn1	9.500000	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0
Cdk16	9.500000	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0
Alpk1	9.500000	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0
2210016F16Rik	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Ykt6	9.428571	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
Washc5	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Vcp	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Snrnp25	9.428571	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0
Shq1	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Rpn1	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Rell1	9.428571	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
Nsmce2	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Nfkbie	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Mfsd5	9.428571	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
Kif20b	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Ipo8	9.428571	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
Fam20b	9.428571	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0
Eno1	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
E2f7	9.428571	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc6	9.428571	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0
Chka	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
B3gat3	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Acat2	9.428571	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
Zfp788	9.357143	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0
Tuba1a	9.357143	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
Trappc11	9.357143	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
S100a16	9.357143	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
Rwdd4a	9.357143	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Ripk2	9.357143	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
Mfsd12	9.357143	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Kmt2a	9.357143	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Ddx59	9.357143	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Csrp2	9.357143	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Ubap1	9.285714	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
Trio	9.285714	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Rfc2	9.285714	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Prpf6	9.285714	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0
Hyi	9.285714	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbl	9.285714	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
Eif2s3x	9.285714	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
Drg2	9.285714	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0
Cog7	9.285714	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Cenpe	9.285714	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Cd5	9.285714	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
Ccnb1	9.285714	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Tm9sf4	9.214286	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Supt7l	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Slc4a1ap	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Rngtt	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Pnn	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Plrg1	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Pgls	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Ndufa12	9.214286	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
Mrgpre	9.214286	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
Lmnb2	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Lipo3	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Idi1	9.214286	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
Fbxl20	9.214286	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
Dact3	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Cspp1	9.214286	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
Brca2	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Yae1d1	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
