Target_genes	Smad4|Average	SRX3014617|CD4-Positive_T-Lymphocytes	SRX3014618|CD4-Positive_T-Lymphocytes	SRX3014619|CD4-Positive_T-Lymphocytes	SRX3014620|CD4-Positive_T-Lymphocytes	SRX5023289|Duodenum	SRX5023290|Duodenum	SRX3101083|Embryoid_Bodies	SRX3101084|Embryoid_Bodies	SRX5251395|Embryoid_Bodies	SRX5251396|Embryoid_Bodies	SRX4046280|Embryonic_limb	SRX5251388|Embryonic_Stem_Cells	SRX529265|Lung	SRX1094554|Neural_Stem_Cells	SRX5551007|Unclassified	SRX5551008|Unclassified	SRX5551011|Unclassified	SRX5551012|Unclassified	STRING
Myl6	17.388889	0	165	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Msl3l2	17.388889	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0
Itpka	17.388889	0	0	0	0	117	0	0	0	0	0	0	0	0	0	196	0	0	0	0
Ifi208	17.388889	174	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hacd4	17.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	83	0	0
Faah	17.388889	211	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cgnl1	17.388889	0	0	0	0	0	0	156	0	0	157	0	0	0	0	0	0	0	0	0
Arpin	17.388889	0	0	0	0	150	0	0	0	0	0	0	0	0	0	163	0	0	0	0
Tnfrsf26	17.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0
Tmx1	17.333333	0	0	0	0	0	0	0	0	0	0	0	0	119	0	193	0	0	0	0
Pgm1	17.333333	0	0	0	0	0	0	89	0	0	90	0	0	0	0	133	0	0	0	0
Pars2	17.333333	183	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hcn4	17.333333	0	0	0	0	0	0	156	0	0	156	0	0	0	0	0	0	0	0	0
Has3	17.333333	0	0	0	0	0	0	153	0	0	159	0	0	0	0	0	0	0	0	0
Cmah	17.333333	141	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calcrl	17.333333	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0
Nat2	17.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	93	0	0	0
Mtrr	17.277778	72	125	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0
Ms4a6d	17.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	164	0
Lmcd1	17.277778	0	0	0	0	0	0	0	0	0	0	0	0	123	188	0	0	0	0	0
Liph	17.277778	0	0	0	0	0	0	154	0	0	157	0	0	0	0	0	0	0	0	0
Jpt1	17.277778	77	97	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Fastkd3	17.277778	72	125	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0
Dbp	17.277778	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0
Xrcc2	17.222222	0	0	0	0	0	0	0	0	0	0	0	0	216	94	0	0	0	0	0
Tanc2	17.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	130	180	0	0	0	0
Prelid3a	17.222222	0	0	0	0	0	0	106	0	0	104	0	0	0	100	0	0	0	0	0
Mrps14	17.222222	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0
Mfsd3	17.222222	91	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0
Hdac10	17.222222	141	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0
Cap2	17.222222	0	0	0	0	0	0	155	0	0	155	0	0	0	0	0	0	0	0	0
Zfp764	17.166667	0	0	0	0	89	0	0	0	0	0	0	0	220	0	0	0	0	0	0
Vps39	17.166667	0	0	0	0	0	0	0	0	0	0	0	0	159	0	150	0	0	0	0
Tmem117	17.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0
Rbm19	17.166667	104	97	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0
Ppp1r14d	17.166667	0	0	0	0	127	182	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogfod1	17.166667	0	135	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0
Nudt21	17.166667	0	135	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0
Ifitm10	17.166667	0	0	0	0	0	0	0	0	0	0	0	0	111	0	198	0	0	0	0
Dgcr6	17.166667	0	0	0	0	0	0	0	0	0	73	0	0	123	113	0	0	0	0	0
Cited4	17.166667	0	0	0	0	166	143	0	0	0	0	0	0	0	0	0	0	0	0	0
Apobec3	17.166667	109	91	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0
Wrap53	17.111111	0	88	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0
Tti2	17.111111	104	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0
Tet2	17.111111	0	0	0	0	0	0	0	0	0	0	0	0	79	106	123	0	0	0	0
Pnisr	17.111111	102	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0
Kif17	17.111111	0	0	0	0	0	0	88	0	0	88	0	0	0	132	0	0	0	0	0
Btbd1	17.111111	0	0	0	0	0	127	0	0	0	0	0	0	0	0	181	0	0	0	0
Blvra	17.111111	0	0	0	0	0	0	0	0	0	0	0	0	83	0	225	0	0	0	0
Bdp1	17.111111	0	0	0	0	0	0	0	0	0	0	0	0	169	139	0	0	0	0	0
4930402H24Rik	17.111111	0	0	0	0	133	175	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr89	17.055556	0	103	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0
Tbcel	17.055556	0	0	0	0	0	0	0	0	0	0	0	0	169	0	138	0	0	0	0
Stard5	17.055556	0	0	0	0	0	0	0	0	0	0	0	0	144	0	163	0	0	0	0
Slc2a13	17.055556	0	0	0	0	0	0	110	0	0	109	0	0	0	88	0	0	0	0	0
Slc25a44	17.055556	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	97	102	0
Met	17.055556	0	0	0	0	124	183	0	0	0	0	0	0	0	0	0	0	0	0	0
Kat5	17.055556	0	88	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0
Dmwd	17.055556	0	0	0	0	0	0	0	0	0	0	0	0	193	114	0	0	0	0	0
Cxcl12	17.055556	0	0	0	0	0	0	154	0	0	153	0	0	0	0	0	0	0	0	0
Bnc2	17.055556	0	0	0	0	0	0	154	0	0	153	0	0	0	0	0	0	0	0	0
Snap91	17.000000	0	0	0	0	0	0	110	0	0	110	0	0	0	86	0	0	0	0	0
Slc29a3	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	137	0	169	0	0	0	0
Nde1	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	118	0	188	0	0	0	0
Med1	17.000000	71	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0
Itpr1	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	205	0	101	0	0	0	0
Itk	17.000000	131	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golm1	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	122	184	0	0	0	0
Frmd5	17.000000	0	0	0	0	0	0	112	0	0	111	0	0	83	0	0	0	0	0	0
Fam161b	17.000000	0	97	0	0	0	0	0	0	0	0	0	0	128	0	81	0	0	0	0
Eci1	17.000000	0	76	0	0	0	0	0	0	0	0	0	0	130	100	0	0	0	0	0
Coq6	17.000000	0	97	0	0	0	0	0	0	0	0	0	0	128	0	81	0	0	0	0
Aqp8	17.000000	0	0	0	0	158	148	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts9	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	142	164	0	0	0	0	0
Slc12a5	16.944444	0	0	0	0	0	0	97	0	0	96	0	0	0	112	0	0	0	0	0
Malsu1	16.944444	0	0	0	0	0	0	0	0	0	0	0	0	112	74	119	0	0	0	0
Ftsj1	16.944444	95	113	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0
Dixdc1	16.944444	0	0	0	0	0	0	153	0	0	152	0	0	0	0	0	0	0	0	0
Brf2	16.944444	0	105	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0
Zdhhc16	16.888889	0	0	0	0	0	0	0	0	0	0	0	0	141	163	0	0	0	0	0
Sulf1	16.888889	0	0	0	0	0	0	111	0	0	111	0	0	82	0	0	0	0	0	0
Rhbdf2	16.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0
Nrm	16.888889	128	0	0	0	0	0	0	0	0	0	0	0	0	0	114	62	0	0	0
Marveld1	16.888889	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	129	0	0
Haus5	16.888889	0	0	0	0	0	0	0	0	0	0	0	0	183	121	0	0	0	0	0
Fbl	16.888889	0	0	0	0	0	104	0	0	0	0	0	0	200	0	0	0	0	0	0
Exosc1	16.888889	0	0	0	0	0	0	0	0	0	0	0	0	141	163	0	0	0	0	0
Ercc2	16.888889	161	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
Cdip1	16.888889	90	95	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0
Telo2	16.833333	135	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0
Syndig1	16.833333	0	0	0	0	0	0	152	0	0	151	0	0	0	0	0	0	0	0	0
Ndufa9	16.833333	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0
Mtr	16.833333	0	0	0	0	0	86	0	0	0	0	0	0	100	0	117	0	0	0	0
Cad	16.833333	0	0	0	0	0	98	0	0	0	0	0	0	99	0	106	0	0	0	0
Arvcf	16.833333	0	0	0	0	143	160	0	0	0	0	0	0	0	0	0	0	0	0	0
2310022B05Rik	16.833333	0	0	0	0	0	93	0	0	0	0	0	0	91	0	119	0	0	0	0
Yipf1	16.777778	0	0	0	0	0	0	0	0	0	0	0	0	106	0	196	0	0	0	0
Slc30a10	16.777778	0	0	0	0	135	167	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps9	16.777778	0	82	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0
Rerg	16.777778	0	0	0	0	0	0	151	0	0	151	0	0	0	0	0	0	0	0	0
Rbpms2	16.777778	0	0	0	0	0	0	152	0	0	150	0	0	0	0	0	0	0	0	0
Prr13	16.777778	105	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0
Eri3	16.777778	0	0	0	0	0	192	0	0	0	0	0	0	110	0	0	0	0	0	0
Ell	16.777778	96	113	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0
Dsg2	16.777778	0	0	0	0	80	154	68	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc6	16.777778	0	0	0	0	0	0	152	0	0	150	0	0	0	0	0	0	0	0	0
Cd83	16.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0
Ankrd2	16.777778	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0
Trim21	16.722222	0	0	0	0	0	0	0	0	0	0	0	0	127	0	174	0	0	0	0
Otulinl	16.722222	92	0	0	0	0	0	0	0	0	0	0	0	101	0	108	0	0	0	0
Nudcd2	16.722222	0	0	0	0	0	173	0	0	0	0	0	0	128	0	0	0	0	0	0
Loxl3	16.722222	0	0	0	0	0	0	151	0	0	150	0	0	0	0	0	0	0	0	0
Hmmr	16.722222	0	0	0	0	0	173	0	0	0	0	0	0	128	0	0	0	0	0	0
Glyctk	16.722222	0	0	0	0	100	201	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo48	16.722222	0	0	0	0	0	0	0	0	0	0	0	0	143	158	0	0	0	0	0
Eci2	16.722222	0	0	0	0	0	0	0	0	0	0	0	0	131	80	90	0	0	0	0
E2f2	16.722222	187	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd300ld3	16.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0
Usp5	16.666667	0	142	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0
Pxmp4	16.666667	0	0	0	0	0	137	0	0	0	0	0	0	163	0	0	0	0	0	0
Ms4a6b	16.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	104	0
Mpp3	16.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0
Gtf3a	16.666667	0	0	0	0	88	0	106	0	0	106	0	0	0	0	0	0	0	0	0
Dbr1	16.666667	85	119	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0
Ctbs	16.666667	0	0	0	0	0	0	0	0	0	0	0	0	97	0	203	0	0	0	0
Cdca3	16.666667	0	142	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0
Ass1	16.666667	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0
Mtarc2	16.611111	0	0	0	0	0	0	0	0	0	0	0	0	188	0	111	0	0	0	0
Ms4a4b	16.611111	178	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift172	16.611111	108	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0
B4galt6	16.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	87	0
2200002D01Rik	16.611111	0	0	0	0	170	129	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp541	16.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	138	0	0
Zfp52	16.555556	142	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0
Xpnpep1	16.555556	0	0	0	0	0	0	0	0	0	0	0	0	205	0	93	0	0	0	0
Tmem169	16.555556	0	0	0	0	0	0	0	0	0	0	0	0	138	0	160	0	0	0	0
Tfe3	16.555556	0	0	0	0	0	0	97	0	0	97	0	0	0	0	104	0	0	0	0
Ptbp2	16.555556	0	99	0	0	0	0	0	0	0	0	0	0	110	89	0	0	0	0	0
Pecr	16.555556	0	0	0	0	0	0	0	0	0	0	0	0	138	0	160	0	0	0	0
Nupr1l	16.555556	0	0	0	0	0	136	0	0	0	0	0	0	0	0	162	0	0	0	0
Nags	16.555556	0	0	0	0	124	174	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfsl	16.555556	0	0	0	0	0	0	0	0	0	0	0	0	161	137	0	0	0	0	0
Fam163b	16.555556	0	0	0	0	0	0	149	0	0	149	0	0	0	0	0	0	0	0	0
Dact1	16.555556	0	0	0	0	0	0	88	0	0	86	0	0	0	124	0	0	0	0	0
Ampd3	16.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0
Alkbh8	16.555556	0	0	0	0	0	64	0	0	0	0	0	0	234	0	0	0	0	0	0
Acyp2	16.555556	0	0	0	0	0	0	0	0	0	0	0	0	163	0	135	0	0	0	0
Zfp74	16.500000	0	72	0	0	0	0	0	0	0	0	0	0	113	112	0	0	0	0	0
Zfp709	16.500000	0	0	0	0	0	0	0	0	0	0	0	0	137	0	160	0	0	0	0
Sars2	16.500000	0	154	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
Ormdl3	16.500000	0	0	0	0	0	0	0	0	0	0	0	0	137	160	0	0	0	0	0
Nedd1	16.500000	100	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0
Mrps12	16.500000	0	154	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
Knstrn	16.500000	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	156	0	0
Gusb	16.500000	0	0	0	0	0	0	0	0	0	0	0	0	163	0	134	0	0	0	0
Bmyc	16.500000	126	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blm	16.500000	0	0	0	0	0	0	0	0	0	0	0	0	166	0	131	0	0	0	0
Amn1	16.500000	0	98	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0
Tlk1	16.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	120	0	0	0
Sirt7	16.444444	0	0	0	0	0	0	0	0	0	0	0	0	148	148	0	0	0	0	0
Shisa2	16.444444	0	0	0	0	89	71	0	0	0	0	0	0	0	136	0	0	0	0	0
Septin5	16.444444	0	0	0	0	128	168	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl22l1	16.444444	90	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0
Rorc	16.444444	0	0	0	0	0	0	0	0	0	0	0	0	146	150	0	0	0	0	0
Nsmf	16.444444	0	0	0	0	125	0	0	0	0	0	0	0	171	0	0	0	0	0	0
Lama5	16.444444	0	0	0	0	0	0	149	0	0	147	0	0	0	0	0	0	0	0	0
Inava	16.444444	0	0	0	0	0	0	92	0	0	92	0	0	0	112	0	0	0	0	0
Dock5	16.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0
Ctxn2	16.444444	0	0	0	0	0	0	149	0	0	147	0	0	0	0	0	0	0	0	0
Cbs	16.444444	0	0	0	0	0	0	149	0	0	147	0	0	0	0	0	0	0	0	0
Cadps	16.444444	0	0	0	0	0	0	143	0	0	153	0	0	0	0	0	0	0	0	0
Wdr91	16.388889	0	101	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0
Sdc2	16.388889	0	0	0	0	0	0	100	0	0	109	0	0	86	0	0	0	0	0	0
Mrpl28	16.388889	0	97	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0
Imp4	16.388889	0	102	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0
Ifit3	16.388889	0	0	0	0	0	0	0	0	0	0	0	0	185	0	110	0	0	0	0
Hnf4a	16.388889	0	0	0	0	148	147	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp10	16.388889	0	126	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0
Commd4	16.388889	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0
Ccdc115	16.388889	0	102	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0
1700056E22Rik	16.388889	0	126	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0
Vegfc	16.333333	0	0	0	0	98	0	0	0	0	0	0	196	0	0	0	0	0	0	0
Tifa	16.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0
Supt20	16.333333	95	119	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0
Nupl2	16.333333	0	0	0	0	0	0	0	0	0	0	0	0	76	153	65	0	0	0	0
Mov10	16.333333	120	0	0	0	66	0	0	0	0	0	0	0	0	108	0	0	0	0	0
Kremen1	16.333333	152	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abracl	16.333333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	181	0	0	0	0
Synpo	16.277778	131	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0
Lix1l	16.277778	0	0	0	0	0	0	0	0	0	0	0	0	212	81	0	0	0	0	0
Leng1	16.277778	0	0	0	0	0	0	0	0	0	0	0	0	187	0	106	0	0	0	0
Kcnip4	16.277778	0	0	0	0	0	0	147	0	0	146	0	0	0	0	0	0	0	0	0
Hyal2	16.277778	130	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus3l	16.277778	0	0	0	0	0	107	0	0	0	0	0	0	186	0	0	0	0	0	0
Dtx4	16.277778	85	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0
Cnpy2	16.277778	80	0	0	0	0	0	0	0	0	0	0	0	122	91	0	0	0	0	0
Cldn5	16.277778	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0
Card11	16.277778	145	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmat3	16.222222	0	92	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0
Plekhg5	16.222222	0	0	0	0	0	0	0	0	0	0	0	0	173	0	119	0	0	0	0
Meis3	16.222222	138	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsap	16.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0
Gcsh	16.222222	103	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0
Emilin1	16.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0
Dpp3	16.222222	0	0	0	0	0	0	0	0	0	0	0	0	132	0	160	0	0	0	0
Dnaja3	16.222222	0	117	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0
Capn1	16.222222	119	0	0	0	0	0	87	0	0	86	0	0	0	0	0	0	0	0	0
Atp6v0c	16.222222	0	141	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0
Atad3a	16.222222	0	107	0	0	0	0	0	0	0	0	0	84	101	0	0	0	0	0	0
Arhgap32	16.222222	0	0	0	0	0	0	147	0	0	145	0	0	0	0	0	0	0	0	0
Rpp30	16.166667	0	0	0	0	0	0	0	0	0	0	0	0	169	122	0	0	0	0	0
Rpn1	16.166667	0	0	0	0	0	0	0	0	0	0	0	0	179	112	0	0	0	0	0
Rnaseh2c	16.166667	83	0	0	0	88	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Rgs9bp	16.166667	0	92	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0
Nckap1l	16.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	95	0	0
Mx2	16.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	76	0	0	0
Golph3l	16.166667	0	0	0	0	0	0	0	0	0	0	0	0	185	0	106	0	0	0	0
Fdps	16.166667	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	123	0	0
Carmil2	16.166667	148	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp1b1	16.166667	166	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd27	16.166667	0	92	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0
Adh5	16.166667	0	171	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Zfp354a	16.111111	0	0	0	0	88	0	0	0	0	0	0	0	0	202	0	0	0	0	0
Utf1	16.111111	201	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timeless	16.111111	0	142	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Thoc2	16.111111	0	0	0	0	0	0	0	0	0	0	0	0	171	0	119	0	0	0	0
Sox11	16.111111	0	0	0	0	0	0	141	0	0	149	0	0	0	0	0	0	0	0	0
Snx4	16.111111	0	0	0	0	137	153	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx20	16.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0
Sgo2a	16.111111	112	0	0	0	0	0	0	0	0	0	0	0	95	83	0	0	0	0	0
Rwdd2b	16.111111	0	190	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
Grk2	16.111111	0	0	0	0	175	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Gpihbp1	16.111111	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0
Chchd3	16.111111	0	0	0	0	0	127	0	0	0	0	0	0	163	0	0	0	0	0	0
Cfl1	16.111111	100	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	101	0	0
Aox1	16.111111	0	0	0	0	0	0	0	0	0	0	0	0	119	171	0	0	0	0	0
Agpat3	16.111111	0	0	0	0	0	0	0	0	0	0	0	0	148	0	142	0	0	0	0
Syn2	16.055556	0	0	0	0	157	132	0	0	0	0	0	0	0	0	0	0	0	0	0
Stra8	16.055556	0	0	0	0	0	0	144	0	0	145	0	0	0	0	0	0	0	0	0
Plk2	16.055556	0	0	0	0	0	144	0	0	0	0	0	0	145	0	0	0	0	0	0
Nf1	16.055556	0	0	0	0	0	0	0	0	0	0	0	0	86	122	81	0	0	0	0
Nek7	16.055556	81	0	0	0	0	0	0	0	0	0	0	0	0	82	126	0	0	0	0
Guca2b	16.055556	0	0	0	0	172	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnksr1	16.055556	0	0	0	0	139	150	0	0	0	0	0	0	0	0	0	0	0	0	0
BC031181	16.055556	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0
Rps28	16.000000	0	94	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0
Prr5	16.000000	0	0	0	0	0	0	144	0	0	144	0	0	0	0	0	0	0	0	0
Pou3f1	16.000000	0	0	0	0	101	0	0	0	0	0	0	0	0	187	0	0	0	0	0
Nwd1	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0
Msantd1	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0
Mrm2	16.000000	109	85	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr179	16.000000	0	0	0	0	167	121	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp13	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0
Dlg1	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	114	174	0	0	0	0	0
Ctnnbl1	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	142	0	146	0	0	0	0
Csnk1g1	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	207	0	81	0	0	0	0
Vezf1	15.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0
Pga5	15.944444	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0
Mthfs	15.944444	0	0	0	0	0	101	0	0	0	0	0	0	88	98	0	0	0	0	0
Gsdmd	15.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	99	0	0	0
Fzd10	15.944444	0	0	0	0	0	0	144	0	0	143	0	0	0	0	0	0	0	0	0
Colec12	15.944444	0	0	0	0	0	0	145	0	0	142	0	0	0	0	0	0	0	0	0
1810055G02Rik	15.944444	0	0	0	0	0	0	0	0	0	0	0	0	168	0	119	0	0	0	0
Slc46a3	15.888889	0	0	0	0	0	0	100	0	0	97	0	0	89	0	0	0	0	0	0
Rgs9	15.888889	123	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0
Rasgrf2	15.888889	0	0	0	0	143	143	0	0	0	0	0	0	0	0	0	0	0	0	0
Ipmk	15.888889	0	0	0	0	0	0	0	0	0	0	0	0	124	0	162	0	0	0	0
Ints8	15.888889	0	0	0	0	0	103	0	0	0	0	0	0	114	0	69	0	0	0	0
Foxq1	15.888889	0	0	0	0	119	167	0	0	0	0	0	0	0	0	0	0	0	0	0
Edem3	15.888889	0	0	0	0	0	0	0	0	0	0	0	0	198	0	88	0	0	0	0
Cstb	15.888889	0	0	0	0	77	91	0	0	0	0	0	0	0	0	118	0	0	0	0
Caml	15.888889	0	103	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0
Txnrd2	15.833333	104	0	0	0	89	92	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm17a	15.833333	0	0	0	0	0	0	0	0	0	0	0	0	201	84	0	0	0	0	0
Stpg2	15.833333	130	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a15	15.833333	0	0	0	0	0	0	0	0	0	0	0	0	150	135	0	0	0	0	0
Plxnd1	15.833333	0	0	0	0	0	87	0	0	0	0	0	0	0	0	198	0	0	0	0
Paqr8	15.833333	0	0	0	0	0	0	0	0	0	0	0	0	111	174	0	0	0	0	0
