Target_genes	Tcf7|Average	SRX3154102|CD4-Positive_T-Lymphocytes	SRX4667998|CD4-Positive_T-Lymphocytes	SRX4668000|CD4-Positive_T-Lymphocytes	SRX1411153|CD4_CD8_double_positive_cells	SRX1267280|CD8-Positive_T-Lymphocytes	SRX1267281|CD8-Positive_T-Lymphocytes	SRX373141|CD8-Positive_T-Lymphocytes	SRX092472|EML_	SRX2438808|Natural_Killer_T-Cells	SRX2438811|Natural_Killer_T-Cells	SRX3154101|Tfh	SRX1411151|Thymocytes	SRX1411152|Thymocytes	SRX1411163|Thymocytes	SRX275397|Thymus	SRX389596|Thymus	SRX4667999|Treg	STRING
Ereg	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Ednra	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Eda	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Dele1	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	80	143	0	0	0
Dcc	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Cyb5r2	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Cryzl2	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Coq3	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Cldn18	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Cldn1	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Ccdc81	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
C2	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
B3gntl1	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Atp1b4	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Astn1	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Artn	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Arhgap19	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Arap3	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Apol8	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Adgrl4	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Acyp2	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
9130019O22Rik	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
2010003K11Rik	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Zfp472	13.058824	0	0	0	0	0	0	0	83	0	0	0	0	0	139	0	0	0	0
Zbtb7b	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Yod1	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Ssh3	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Siah3	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Shld1	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0
Rpp25l	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Pdzd7	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Nfix	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Matn2	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Lin7b	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Krt71	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Gpi1	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Fxyd5	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Ftcd	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Fbh1	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Cox6a2	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Asap3	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Ankrd16	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Alkbh7	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	135	87	0	0	0
Abcb6	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Trim15	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Slc25a20	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Osbpl3	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Myadml2	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Minar1	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Krt31	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Gprasp2	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Gm38425	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Gm19345	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Glt28d2	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Ehd3	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Casp6	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Abhd1	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	92	129	0	0	0
1700102P08Rik	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Txnip	12.941176	0	0	0	0	0	0	0	0	0	0	62	0	0	0	158	0	0	0
Tstd1	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Tmem258	12.941176	0	0	0	0	0	0	0	120	0	0	0	0	0	0	100	0	0	0
Sema4a	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Rsph9	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Rapsn	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Psmb11	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Prom1	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Procr	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Prkag1	12.941176	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0
Polr3d	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Nfam1	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Ndn	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Lyl1	12.941176	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0
Iah1	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Hdac4	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Fen1	12.941176	0	0	0	0	0	0	0	120	0	0	0	0	0	0	100	0	0	0
Ccdc106	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Borcs7	12.941176	0	0	0	0	0	0	0	103	0	0	0	0	0	117	0	0	0	0
Bcl2l10	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Atrip	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Agpat3	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0
Abracl	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	98	122	0	0	0
Pard6g	12.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Nppa	12.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Mtif3	12.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Lims2	12.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Gata3	12.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Fam72a	12.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	136	83	0	0	0
Dpp3	12.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Dpagt1	12.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Dlec1	12.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Asic3	12.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Zfp593	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Zc3h7b	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Vsig8	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Twf2	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Tex101	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Syvn1	12.823529	0	0	0	0	0	0	0	93	0	0	0	0	0	125	0	0	0	0
Stn1	12.823529	0	0	0	0	0	0	0	103	0	0	0	0	0	0	115	0	0	0
Slc16a11	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Rpgrip1l	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	106	112	0	0	0
Prss33	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Plekhg6	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Pde9a	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Pcdha1	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Nlgn1	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Gad2	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Fxyd6	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Fto	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	106	112	0	0	0
Des	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Ctc1	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0
Crym	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Col5a3	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Cdkl3	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Cdh20	12.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Tbata	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Ston2	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Spry4	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Spatc1	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Pcdha2	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Nt5c	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	100	117	0	0	0
Myo18b	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Mrpl36	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Lhx9	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Gja4	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Gcnt4	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Gal	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Fthl17d	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Fosl1	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Fam151b	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0
Dysf	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Dram1	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Bclaf3	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Ankrd42	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Adamts7	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
2610528J11Rik	12.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Ulk3	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Trim80	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Syngr1	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Sv2c	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Rxfp4	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Prox2	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Pou3f4	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Paqr6	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0
Paqr4	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0
Odf2l	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Mt3	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Majin	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Lrp1	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Krt75	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Irs3	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Impa2	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Gm4984	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Flii	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0
Eepd1	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Cox4i2	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Chst7	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Cfap97	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Cdkl5	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Cdc20	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Castor2	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0
Capn5	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Calcrl	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0
Cacng6	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Bcl2l2	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
Arap1	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	116	100	0	0	0
Sim1	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Rnd3	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Parva	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Nans	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Mon1a	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	128	87	0	0	0
Lrrc10	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Ldlr	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Krt79	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Fundc1	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0
Bace1	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Atp6ap2	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Arrdc1	12.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Tnfrsf23	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Tmem239	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Tcea2	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Pigbos1	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Pigb	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Ghrh	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Epdr1	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
D630003M21Rik	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Cplx3	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Clps	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Capn15	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Apoc3	12.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Vamp8	12.529412	0	0	0	0	0	0	0	96	0	0	0	0	0	117	0	0	0	0
Tmem89	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Sec16a	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Rph3a	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Rilpl1	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Ptges	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Pimreg	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Ovca2	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Magel2	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Klhl33	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Itgb8	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Gm42372	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Cox6b1	12.529412	0	0	0	0	0	0	0	85	0	0	0	0	0	0	128	0	0	0
Arhgap8	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Agxt	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Ackr2	12.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0
Rbm45	12.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0
Olfr90	12.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0
Maml2	12.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0
Ftsj1	12.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
Ctla4	12.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
Bpifb3	12.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0
Zswim2	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Zfp239	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Zbtb20	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0
Usp45	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Unc13c	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Ucp1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Tnfsf15	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Tmem45b	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Tmem115	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Taldo1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Spats1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Slc23a4	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Slc17a6	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Sec61g	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Rgs9	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Rabl3	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Prss45	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Pola1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Pm20d1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Pdk2	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Pde1c	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Pax8	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Pamr1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Otof	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Olfr632	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Nrip2	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Necap1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Mucl3	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Mt4	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Mlkl	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Mindy3	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Mid1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Meikin	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Mcu	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Mcmdc2	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Mark1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Lypd3	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Ly6l	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Lrrc6	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
LOC666331	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
LOC100041504	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Krtap21-1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Krt23	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Kalrn	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Id2	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0
Gtf2e1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Grm3	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm7972	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm4836	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm29733	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm14819	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm14632	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm13304	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm11780	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm10591	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm10488	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm10487	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm10486	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm10230	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm10147	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm10096	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Gm10058	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Fsip2l	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Frem2	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Fez2	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Fam32a	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
F11r	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Eloc	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0
Ednrb	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Dync2li1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Dusp16	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Dnah7b	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Cyp4v3	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Cyb5b	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Cxcr3	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Ctse	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	102	0	0
Col8a1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Cntnap2	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Cfap47	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Cdx4	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
