Target_genes	Smad1|Average	SRX1082039|Embryonic_Stem_Cells	SRX1082040|Embryonic_Stem_Cells	SRX2401993|Embryonic_Stem_Cells	SRX2401994|Embryonic_Stem_Cells	SRX2401996|Embryonic_Stem_Cells	SRX2401997|Embryonic_Stem_Cells	SRX100314|G1E	SRX100317|G1E	SRX700955|Hair_Follicle	SRX700957|Hair_Follicle	SRX1082042|mESC_derived_epiblast-like_cells	SRX1082043|mESC_derived_epiblast-like_cells	STRING
H3f3a	22.416667	0	0	0	0	0	0	0	269	0	0	0	0	0
Trip11	22.250000	0	0	0	0	0	0	125	142	0	0	0	0	0
Nek7	22.250000	0	0	0	0	0	0	267	0	0	0	0	0	0
Gabpb1	22.250000	0	0	0	0	0	0	0	0	0	267	0	0	0
Dnajc16	22.250000	0	0	0	0	0	0	267	0	0	0	0	0	0
Tsta3	22.166667	0	0	0	0	0	0	0	266	0	0	0	0	0
Rab3gap2	22.166667	0	0	0	0	0	0	118	148	0	0	0	0	0
Gpr146	22.166667	0	0	0	0	0	0	266	0	0	0	0	0	0
Triobp	22.083333	0	0	0	0	0	0	265	0	0	0	0	0	0
Tfip11	22.083333	0	0	0	0	0	0	0	265	0	0	0	0	0
Sphk2	22.083333	0	0	0	0	0	0	265	0	0	0	0	0	0
Rpl18	22.083333	0	0	0	0	0	0	265	0	0	0	0	0	0
Epn1	22.083333	0	0	0	0	0	0	169	96	0	0	0	0	0
Tmem168	22.000000	0	0	0	0	0	0	264	0	0	0	0	0	0
Mtf2	22.000000	0	0	0	0	0	0	180	84	0	0	0	0	0
Ctnnb1	22.000000	0	0	0	0	0	0	155	109	0	0	0	0	0
H4bc24	21.916667	0	0	0	0	0	0	112	151	0	0	0	0	0
H2bc23	21.916667	0	0	0	0	0	0	112	151	0	0	0	0	0
H2ac24	21.916667	0	0	0	0	0	0	112	151	0	0	0	0	0
H2ac23	21.916667	0	0	0	0	0	0	112	151	0	0	0	0	0
Dgkz	21.916667	0	0	0	0	0	0	263	0	0	0	0	0	0
Cpne7	21.916667	0	0	0	0	0	0	263	0	0	0	0	0	0
Mtfr1	21.833333	0	0	0	0	0	0	262	0	0	0	0	0	0
Bod1l	21.833333	0	0	0	0	0	0	262	0	0	0	0	0	0
Mpp7	21.750000	0	0	0	0	0	0	0	0	0	261	0	0	0
Fabp3	21.750000	127	134	0	0	0	0	0	0	0	0	0	0	0
Ska1	21.666667	0	260	0	0	0	0	0	0	0	0	0	0	0
Rdm1	21.583333	0	0	0	0	0	0	203	56	0	0	0	0	0
Ppp1r13b	21.583333	0	0	0	0	0	0	259	0	0	0	0	0	0
Dscc1	21.583333	0	0	0	0	0	0	0	259	0	0	0	0	0
Ccnd2	21.583333	0	0	0	0	0	0	259	0	0	0	0	0	0
Zc3hav1	21.500000	0	0	0	0	0	0	120	138	0	0	0	0	0
Txnip	21.500000	0	0	0	0	0	0	174	84	0	0	0	0	0
Eif3b	21.500000	0	0	0	0	0	0	0	258	0	0	0	0	0
Ddx18	21.500000	0	0	0	0	0	0	140	118	0	0	0	0	0
Uqcrq	21.416667	0	0	0	0	0	0	257	0	0	0	0	0	0
Nt5dc3	21.416667	0	0	0	0	0	0	123	134	0	0	0	0	0
Mtif3	21.416667	0	121	0	0	0	0	136	0	0	0	0	0	0
Mpp2	21.416667	0	0	0	0	0	0	257	0	0	0	0	0	0
Daam1	21.416667	0	0	0	0	0	0	257	0	0	0	0	0	0
D3Ertd751e	21.416667	0	0	0	0	0	0	0	0	0	257	0	0	0
Mapkapk2	21.333333	0	0	0	0	0	0	0	256	0	0	0	0	0
H3c10	21.333333	0	0	0	0	0	0	0	169	0	87	0	0	0
Tfap4	21.250000	0	0	0	0	0	0	255	0	0	0	0	0	0
Ntmt1	21.250000	0	0	0	0	0	0	0	255	0	0	0	0	0
Cops8	21.250000	0	0	0	0	0	0	144	111	0	0	0	0	0
Commd10	21.250000	0	0	0	0	0	0	0	255	0	0	0	0	0
Socs2	21.166667	0	0	0	0	0	0	188	66	0	0	0	0	0
Hspe1	21.083333	0	0	0	0	0	0	77	176	0	0	0	0	0
Hspd1	21.083333	0	0	0	0	0	0	77	176	0	0	0	0	0
Gm7244	21.083333	0	0	0	0	0	0	253	0	0	0	0	0	0
Tmem106b	21.000000	0	0	0	0	0	0	252	0	0	0	0	0	0
Thtpa	21.000000	0	0	0	0	0	0	0	252	0	0	0	0	0
Gstp3	21.000000	0	138	0	0	0	0	114	0	0	0	0	0	0
Ctdsp1	21.000000	0	0	0	0	0	0	0	252	0	0	0	0	0
Cebpb	21.000000	0	0	0	0	0	0	0	252	0	0	0	0	0
U2surp	20.833333	142	108	0	0	0	0	0	0	0	0	0	0	0
Rhbdd3	20.833333	0	0	0	0	0	0	0	250	0	0	0	0	0
Mettl6	20.833333	0	0	0	0	0	0	0	250	0	0	0	0	0
Kpna1	20.833333	0	0	0	0	0	0	0	250	0	0	0	0	0
Ewsr1	20.833333	0	0	0	0	0	0	0	250	0	0	0	0	0
Eed	20.833333	0	0	0	0	0	0	0	250	0	0	0	0	0
Eaf1	20.833333	0	0	0	0	0	0	0	250	0	0	0	0	0
Appl2	20.833333	0	0	0	0	0	0	250	0	0	0	0	0	0
Kat6a	20.750000	0	0	0	0	0	0	151	98	0	0	0	0	0
Srsf2	20.666667	0	0	0	0	0	0	0	248	0	0	0	0	0
Mfsd11	20.666667	0	0	0	0	0	0	0	248	0	0	0	0	0
Hif3a	20.666667	0	0	0	0	0	0	248	0	0	0	0	0	0
Mtf1	20.583333	0	0	0	0	0	0	247	0	0	0	0	0	0
Cdk8	20.583333	0	0	0	0	0	0	0	247	0	0	0	0	0
Plekhf1	20.416667	116	129	0	0	0	0	0	0	0	0	0	0	0
Hmgb3	20.416667	0	0	0	0	0	0	0	245	0	0	0	0	0
Wbp4	20.333333	0	0	0	0	0	0	175	69	0	0	0	0	0
Pikfyve	20.333333	0	0	0	0	0	0	93	151	0	0	0	0	0
Mylip	20.333333	134	110	0	0	0	0	0	0	0	0	0	0	0
Elf1	20.333333	0	0	0	0	0	0	175	69	0	0	0	0	0
Robo4	20.250000	92	151	0	0	0	0	0	0	0	0	0	0	0
Lyrm1	20.250000	0	0	0	0	0	0	154	89	0	0	0	0	0
Dcun1d3	20.250000	0	0	0	0	0	0	154	89	0	0	0	0	0
Uba7	20.166667	0	0	0	0	0	0	242	0	0	0	0	0	0
Tfpt	20.166667	0	0	0	0	0	0	0	242	0	0	0	0	0
Sh3bgrl	20.166667	0	0	0	0	0	0	0	242	0	0	0	0	0
Ric8b	20.166667	0	0	0	0	0	0	0	242	0	0	0	0	0
Prpf31	20.166667	0	0	0	0	0	0	0	242	0	0	0	0	0
Ndufaf5	20.166667	0	0	0	0	0	0	242	0	0	0	0	0	0
Esf1	20.166667	0	0	0	0	0	0	242	0	0	0	0	0	0
Canx	20.083333	0	0	0	0	0	0	0	241	0	0	0	0	0
Hjurp	20.000000	0	0	0	0	0	0	170	70	0	0	0	0	0
A730008H23Rik	20.000000	0	0	0	0	0	0	170	70	0	0	0	0	0
Wdr82	19.916667	0	0	0	0	0	0	0	239	0	0	0	0	0
H4c1	19.916667	0	0	0	0	0	0	0	239	0	0	0	0	0
Gpx1	19.916667	0	109	0	0	0	0	0	130	0	0	0	0	0
Nucks1	19.833333	0	0	0	0	0	0	0	238	0	0	0	0	0
Med4	19.833333	0	0	0	0	0	0	136	102	0	0	0	0	0
Mcoln1	19.833333	0	0	0	0	0	0	238	0	0	0	0	0	0
Cdkn2aipnl	19.833333	0	0	0	0	0	0	238	0	0	0	0	0	0
Zbtb39	19.750000	0	0	0	0	0	0	237	0	0	0	0	0	0
Tubb2a	19.666667	0	0	0	0	0	0	102	134	0	0	0	0	0
Tsen15	19.666667	0	0	0	0	0	0	139	97	0	0	0	0	0
Shkbp1	19.666667	0	0	0	0	0	0	236	0	0	0	0	0	0
Cnp	19.666667	0	236	0	0	0	0	0	0	0	0	0	0	0
Cltc	19.666667	0	0	0	0	0	0	236	0	0	0	0	0	0
Arap3	19.666667	0	0	0	0	0	0	236	0	0	0	0	0	0
Plin3	19.583333	0	0	0	0	0	0	235	0	0	0	0	0	0
Prdm9	19.500000	0	234	0	0	0	0	0	0	0	0	0	0	0
Pola1	19.500000	0	0	0	0	0	0	0	234	0	0	0	0	0
Nhp2	19.500000	0	0	0	0	0	0	0	234	0	0	0	0	0
Lims1	19.500000	0	133	0	0	0	0	101	0	0	0	0	0	0
Tspyl4	19.416667	0	0	0	0	0	0	0	233	0	0	0	0	0
Trmt61a	19.416667	0	0	0	0	0	0	0	233	0	0	0	0	0
Tomm6	19.416667	0	0	0	0	0	0	138	95	0	0	0	0	0
Pold3	19.416667	0	0	0	0	0	0	233	0	0	0	0	0	0
Atad3a	19.416667	0	0	0	0	0	0	111	122	0	0	0	0	0
Api5	19.416667	0	0	0	0	0	0	124	109	0	0	0	0	0
Zfp455	19.333333	0	0	0	0	0	0	0	232	0	0	0	0	0
Tle3	19.333333	0	0	0	0	0	0	0	232	0	0	0	0	0
Slc41a3	19.333333	0	0	0	0	0	0	232	0	0	0	0	0	0
Ppp1r15a	19.333333	0	0	0	0	0	0	0	232	0	0	0	0	0
Plekha4	19.333333	0	0	0	0	0	0	0	232	0	0	0	0	0
Arhgef1	19.333333	0	0	0	0	0	0	130	102	0	0	0	0	0
Hibch	19.250000	0	0	0	0	0	0	140	91	0	0	0	0	0
Gpaa1	19.250000	0	0	0	0	0	0	0	231	0	0	0	0	0
Get1	19.250000	0	0	0	0	0	0	231	0	0	0	0	0	0
Emc7	19.250000	0	0	0	0	0	0	146	85	0	0	0	0	0
Il9r	19.166667	0	0	0	0	0	0	230	0	0	0	0	0	0
Fam149b	19.166667	0	0	0	0	0	0	111	119	0	0	0	0	0
Ecd	19.166667	0	0	0	0	0	0	111	119	0	0	0	0	0
Brwd1	19.166667	0	0	0	0	0	0	0	230	0	0	0	0	0
Tpp1	19.083333	0	0	0	0	0	0	229	0	0	0	0	0	0
Pcyt2	19.083333	0	0	0	0	0	0	0	229	0	0	0	0	0
H1f5	19.083333	0	0	0	0	0	0	89	140	0	0	0	0	0
Awat2	19.083333	0	0	0	0	0	0	0	0	0	229	0	0	0
Tmem250-ps	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
Skil	19.000000	0	0	0	0	0	0	0	0	0	228	0	0	0
Ints6	19.000000	0	0	0	0	0	0	120	108	0	0	0	0	0
Fam53a	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
Catsperg1	19.000000	112	116	0	0	0	0	0	0	0	0	0	0	0
Arid5a	19.000000	0	0	0	0	0	0	93	135	0	0	0	0	0
Ap1g1	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
Utp3	18.916667	0	0	0	0	0	0	0	227	0	0	0	0	0
Tdg	18.916667	0	0	0	0	0	0	0	227	0	0	0	0	0
Aars2	18.916667	0	0	0	0	0	0	0	227	0	0	0	0	0
Zfp526	18.833333	0	0	0	0	0	0	226	0	0	0	0	0	0
Rad54l	18.833333	0	0	0	0	0	0	0	226	0	0	0	0	0
Mrps33	18.833333	0	0	0	0	0	0	112	114	0	0	0	0	0
Esyt2	18.833333	0	0	0	0	0	0	97	129	0	0	0	0	0
Cenpw	18.833333	0	0	0	0	0	0	226	0	0	0	0	0	0
Gng7	18.750000	0	0	0	0	0	0	225	0	0	0	0	0	0
Dcaf7	18.750000	0	0	0	0	0	0	0	225	0	0	0	0	0
Add1	18.750000	0	0	0	0	0	0	225	0	0	0	0	0	0
Spg11	18.666667	0	0	0	0	0	0	0	224	0	0	0	0	0
Golga1	18.666667	0	0	0	0	0	0	136	88	0	0	0	0	0
Tmem164	18.583333	0	0	0	0	0	0	223	0	0	0	0	0	0
Sidt2	18.583333	0	0	0	0	0	0	0	223	0	0	0	0	0
Irf9	18.583333	0	0	0	0	0	0	223	0	0	0	0	0	0
H2bc3	18.583333	0	0	0	0	0	0	114	109	0	0	0	0	0
Mrpl4	18.500000	0	0	0	0	0	0	0	222	0	0	0	0	0
Dus2	18.500000	0	0	0	0	0	0	222	0	0	0	0	0	0
Ddx28	18.500000	0	0	0	0	0	0	222	0	0	0	0	0	0
Acad9	18.500000	0	0	0	0	0	0	0	222	0	0	0	0	0
Nat10	18.416667	0	0	0	0	0	0	221	0	0	0	0	0	0
Rrm1	18.333333	0	0	0	0	0	0	0	220	0	0	0	0	0
Mrpl30	18.333333	0	0	0	0	0	0	149	71	0	0	0	0	0
Mitd1	18.333333	0	0	0	0	0	0	149	71	0	0	0	0	0
Fam205a1	18.333333	0	0	0	0	0	0	220	0	0	0	0	0	0
Cdc6	18.333333	0	0	0	0	0	0	0	220	0	0	0	0	0
Ilvbl	18.250000	0	0	0	0	0	0	0	219	0	0	0	0	0
Dnaja3	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Pcid2	18.083333	0	0	0	0	0	0	0	217	0	0	0	0	0
Cul4a	18.083333	0	0	0	0	0	0	0	217	0	0	0	0	0
Septin8	17.916667	0	0	0	0	0	0	215	0	0	0	0	0	0
Nras	17.916667	0	0	0	0	0	0	215	0	0	0	0	0	0
Rcn1	17.833333	0	0	0	0	0	0	214	0	0	0	0	0	0
Gtf3c3	17.833333	0	0	0	0	0	0	214	0	0	0	0	0	0
Zfp940	17.750000	0	0	0	0	0	0	0	213	0	0	0	0	0
Rfwd3	17.750000	0	0	0	0	0	0	0	213	0	0	0	0	0
Rfc3	17.750000	0	0	0	0	0	0	0	213	0	0	0	0	0
Fus	17.750000	0	0	0	0	0	0	0	213	0	0	0	0	0
Cfap97	17.750000	0	0	0	0	0	0	0	213	0	0	0	0	0
Samsn1	17.666667	0	0	0	0	0	0	212	0	0	0	0	0	0
Lancl2	17.666667	0	0	0	0	0	0	71	141	0	0	0	0	0
Fads3	17.666667	0	0	0	0	0	0	212	0	0	0	0	0	0
Dnajb2	17.666667	0	0	0	0	0	0	212	0	0	0	0	0	0
Chd9	17.666667	0	0	0	0	0	0	0	0	0	212	0	0	0
Cdt1	17.666667	0	0	0	0	0	0	0	212	0	0	0	0	0
Zfp420	17.583333	0	0	0	0	0	0	0	211	0	0	0	0	0
Spink4	17.583333	0	0	0	0	0	0	211	0	0	0	0	0	0
Rnf115	17.583333	0	0	0	0	0	0	211	0	0	0	0	0	0
Psmg1	17.583333	0	0	0	0	0	0	102	109	0	0	0	0	0
Polr3c	17.583333	0	0	0	0	0	0	211	0	0	0	0	0	0
Pa2g4	17.583333	0	0	0	0	0	0	0	211	0	0	0	0	0
Nek4	17.583333	0	0	0	0	0	0	211	0	0	0	0	0	0
Lrwd1	17.583333	0	0	0	0	0	0	0	211	0	0	0	0	0
Grcc10	17.583333	0	0	0	0	0	0	0	211	0	0	0	0	0
C7	17.583333	0	0	0	0	0	0	211	0	0	0	0	0	0
Alkbh4	17.583333	0	0	0	0	0	0	0	211	0	0	0	0	0
Tlcd5	17.500000	0	0	0	0	0	0	210	0	0	0	0	0	0
Tcf4	17.500000	0	0	0	0	0	0	98	112	0	0	0	0	0
Rab5if	17.500000	0	0	0	0	0	0	140	70	0	0	0	0	0
Podxl	17.500000	0	0	0	0	0	0	210	0	0	0	0	0	0
Olfr668	17.500000	0	0	0	0	0	0	210	0	0	0	0	0	0
Itgb1bp1	17.500000	0	0	0	0	0	0	0	210	0	0	0	0	0
Cstb	17.500000	0	0	0	0	0	0	210	0	0	0	0	0	0
Cpsf3	17.500000	0	0	0	0	0	0	0	210	0	0	0	0	0
Noc4l	17.416667	0	0	0	0	0	0	0	209	0	0	0	0	0
Mthfr	17.416667	0	0	0	0	0	0	108	101	0	0	0	0	0
Lta4h	17.416667	0	0	0	0	0	0	0	209	0	0	0	0	0
Gfi1b	17.416667	0	0	0	0	0	0	209	0	0	0	0	0	0
Ddx51	17.416667	0	0	0	0	0	0	0	209	0	0	0	0	0
Clcn6	17.416667	0	0	0	0	0	0	108	101	0	0	0	0	0
Arrb1	17.416667	0	0	0	0	0	0	209	0	0	0	0	0	0
Zfp62	17.333333	0	0	0	0	0	0	0	208	0	0	0	0	0
Pnkp	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Pdgfrl	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Olfr918	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Ist1	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Dhdh	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Stk35	17.250000	0	0	0	0	0	0	0	207	0	0	0	0	0
Polr2a	17.250000	0	0	0	0	0	0	0	207	0	0	0	0	0
1700008O03Rik	17.250000	0	0	0	0	0	0	0	207	0	0	0	0	0
Setdb1	17.166667	0	0	0	0	0	0	206	0	0	0	0	0	0
Riok1	17.166667	0	0	0	0	0	0	206	0	0	0	0	0	0
Rgcc	17.166667	0	206	0	0	0	0	0	0	0	0	0	0	0
Hsp90ab1	17.166667	0	0	0	0	0	0	206	0	0	0	0	0	0
H2bc15	17.166667	0	0	0	0	0	0	0	206	0	0	0	0	0
H2ac15	17.166667	0	0	0	0	0	0	0	206	0	0	0	0	0
Cage1	17.166667	0	0	0	0	0	0	206	0	0	0	0	0	0
Atp5d	17.166667	0	0	0	0	0	0	206	0	0	0	0	0	0
Rad1	17.083333	0	0	0	0	0	0	205	0	0	0	0	0	0
Ntn3	17.083333	0	0	0	0	0	0	205	0	0	0	0	0	0
Brix1	17.083333	0	0	0	0	0	0	205	0	0	0	0	0	0
Gdf9	17.000000	0	0	0	0	0	0	204	0	0	0	0	0	0
Exosc6	17.000000	0	0	0	0	0	0	204	0	0	0	0	0	0
Emc4	17.000000	0	0	0	0	0	0	0	204	0	0	0	0	0
Actr2	17.000000	0	0	0	0	0	0	204	0	0	0	0	0	0
Washc4	16.916667	0	0	0	0	0	0	94	109	0	0	0	0	0
Vav1	16.916667	0	0	0	0	0	0	203	0	0	0	0	0	0
Ipo9	16.916667	0	0	0	0	0	0	203	0	0	0	0	0	0
Dcp1a	16.916667	0	0	0	0	0	0	203	0	0	0	0	0	0
D5Ertd579e	16.916667	0	0	0	0	0	0	203	0	0	0	0	0	0
Ogdh	16.833333	0	0	0	0	0	0	0	202	0	0	0	0	0
H3c11	16.833333	0	0	0	0	0	0	0	202	0	0	0	0	0
Gmfb	16.833333	0	0	0	0	0	0	202	0	0	0	0	0	0
Ylpm1	16.750000	0	0	0	0	0	0	201	0	0	0	0	0	0
Tyw3	16.750000	0	0	0	0	0	0	201	0	0	0	0	0	0
Csnk2a1	16.750000	0	0	0	0	0	0	0	201	0	0	0	0	0
Cryz	16.750000	0	0	0	0	0	0	201	0	0	0	0	0	0
Cfap70	16.750000	0	0	0	0	0	0	0	201	0	0	0	0	0
Arhgdib	16.750000	0	0	0	0	0	0	201	0	0	0	0	0	0
Spata5	16.666667	0	0	0	0	0	0	0	200	0	0	0	0	0
Smad7	16.666667	0	0	0	0	0	0	0	0	0	200	0	0	0
Safb2	16.666667	0	0	0	0	0	0	0	200	0	0	0	0	0
Safb	16.666667	0	0	0	0	0	0	0	200	0	0	0	0	0
Nudt6	16.666667	0	0	0	0	0	0	0	200	0	0	0	0	0
Lamtor5	16.666667	0	0	0	0	0	0	200	0	0	0	0	0	0
Crebl2	16.666667	0	0	0	0	0	0	200	0	0	0	0	0	0
Timm10	16.583333	0	0	0	0	0	0	199	0	0	0	0	0	0
Slc36a1	16.583333	0	0	0	0	0	0	199	0	0	0	0	0	0
Mest	16.583333	108	91	0	0	0	0	0	0	0	0	0	0	0
Ap5s1	16.583333	0	0	0	0	0	0	0	199	0	0	0	0	0
Trmt12	16.500000	0	0	0	0	0	0	0	198	0	0	0	0	0
Tesmin	16.500000	0	0	0	0	0	0	0	198	0	0	0	0	0
Mfsd1	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
Kmt2d	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
Ssrp1	16.416667	0	0	0	0	0	0	197	0	0	0	0	0	0
H3f3b	16.416667	0	0	0	0	0	0	0	197	0	0	0	0	0
Gadd45a	16.416667	0	0	0	0	0	0	0	197	0	0	0	0	0
4930404N11Rik	16.416667	0	0	0	0	0	0	197	0	0	0	0	0	0
Vrk1	16.333333	0	0	0	0	0	0	0	196	0	0	0	0	0
Pbk	16.333333	0	0	0	0	0	0	196	0	0	0	0	0	0
Incenp	16.333333	0	0	0	0	0	0	0	196	0	0	0	0	0
E2f3	16.333333	0	0	0	0	0	0	0	196	0	0	0	0	0
Csf2rb2	16.333333	0	0	0	0	0	0	196	0	0	0	0	0	0
Upk3b	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Trmt1	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Trim12c	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Mlec	16.250000	0	0	0	0	0	0	0	195	0	0	0	0	0
Map3k4	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Cuedc2	16.250000	0	0	0	0	0	0	0	195	0	0	0	0	0
Cmtm6	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Actl9	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Snapc5	16.166667	0	0	0	0	0	0	194	0	0	0	0	0	0
Fam222b	16.166667	194	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs11	16.166667	0	0	0	0	0	0	0	194	0	0	0	0	0
Vps33a	16.083333	0	0	0	0	0	0	193	0	0	0	0	0	0
Mdc1	16.083333	0	0	0	0	0	0	193	0	0	0	0	0	0
Tpp2	16.000000	0	0	0	0	0	0	0	192	0	0	0	0	0
Smarcad1	16.000000	0	0	0	0	0	0	0	192	0	0	0	0	0
Sh3glb1	16.000000	0	0	0	0	0	0	123	69	0	0	0	0	0
Cish	16.000000	0	0	0	0	0	0	192	0	0	0	0	0	0
Casp7	16.000000	0	0	0	0	0	0	0	192	0	0	0	0	0
Capn1	16.000000	0	0	0	0	0	0	192	0	0	0	0	0	0
Wdr25	15.916667	0	0	0	0	0	0	191	0	0	0	0	0	0
Wars	15.916667	0	0	0	0	0	0	191	0	0	0	0	0	0
Smim6	15.916667	0	0	0	0	0	0	191	0	0	0	0	0	0
Scaper	15.916667	0	0	0	0	0	0	0	0	0	191	0	0	0
Olfr202	15.916667	0	0	0	0	0	0	191	0	0	0	0	0	0
Mettl14	15.916667	0	0	0	0	0	0	0	0	0	191	0	0	0
Ifnar2	15.916667	0	0	0	0	0	0	0	0	0	191	0	0	0
Gnptab	15.916667	0	0	0	0	0	0	191	0	0	0	0	0	0
Arnt	15.916667	0	0	0	0	0	0	191	0	0	0	0	0	0
Ufl1	15.833333	0	0	0	0	0	0	190	0	0	0	0	0	0
Raver1	15.833333	0	0	0	0	0	0	0	190	0	0	0	0	0
Fbxw11	15.833333	0	0	0	0	0	0	0	190	0	0	0	0	0
Wac	15.750000	0	0	0	0	0	0	0	189	0	0	0	0	0
Stk16	15.750000	0	0	0	0	0	0	106	83	0	0	0	0	0
Ndufa9	15.750000	0	0	0	0	0	0	189	0	0	0	0	0	0
Mt4	15.750000	0	189	0	0	0	0	0	0	0	0	0	0	0
Kmt2b	15.750000	0	0	0	0	0	0	0	189	0	0	0	0	0
Glb1l	15.750000	0	0	0	0	0	0	106	83	0	0	0	0	0
Eif2s1	15.750000	0	0	0	0	0	0	98	91	0	0	0	0	0
Atp6v1d	15.750000	0	0	0	0	0	0	98	91	0	0	0	0	0
Susd1	15.666667	0	0	0	0	0	0	188	0	0	0	0	0	0
Pax6	15.666667	0	0	0	0	0	0	188	0	0	0	0	0	0
Tcea1	15.583333	0	110	0	0	0	0	0	77	0	0	0	0	0
Ppp1r7	15.583333	0	0	0	0	0	0	187	0	0	0	0	0	0
Pask	15.583333	0	0	0	0	0	0	187	0	0	0	0	0	0
Zfp790	15.500000	0	186	0	0	0	0	0	0	0	0	0	0	0
Rgs13	15.500000	0	0	0	0	0	0	186	0	0	0	0	0	0
Cd68	15.500000	0	0	0	0	0	0	186	0	0	0	0	0	0
Atp6v0b	15.500000	0	0	0	0	0	0	186	0	0	0	0	0	0
Ap2a1	15.500000	0	0	0	0	0	0	186	0	0	0	0	0	0
Zfp383	15.416667	185	0	0	0	0	0	0	0	0	0	0	0	0
Ube2j1	15.416667	0	0	0	0	0	0	0	185	0	0	0	0	0
Tirap	15.416667	0	0	0	0	0	0	185	0	0	0	0	0	0
Pfkfb1	15.416667	0	0	0	0	0	0	0	185	0	0	0	0	0
Ms4a2	15.416667	0	0	0	0	0	0	185	0	0	0	0	0	0
Lrguk	15.416667	0	0	0	0	0	0	0	185	0	0	0	0	0
Klhl3	15.416667	0	185	0	0	0	0	0	0	0	0	0	0	0
Apex2	15.416667	0	0	0	0	0	0	0	185	0	0	0	0	0
Ptpmt1	15.333333	0	0	0	0	0	0	0	184	0	0	0	0	0
Peli1	15.333333	0	0	0	0	0	0	0	184	0	0	0	0	0
Mtrex	15.333333	0	0	0	0	0	0	184	0	0	0	0	0	0
Gse1	15.333333	0	0	0	0	0	0	184	0	0	0	0	0	0
Dhx29	15.333333	0	0	0	0	0	0	184	0	0	0	0	0	0
Cog7	15.333333	0	0	0	0	0	0	184	0	0	0	0	0	0
Sfxn3	15.250000	0	0	0	0	0	0	183	0	0	0	0	0	0
Rfc1	15.250000	0	0	0	0	0	0	0	183	0	0	0	0	0
Prkn	15.250000	0	0	0	0	0	0	0	183	0	0	0	0	0
Pacrg	15.250000	0	0	0	0	0	0	0	183	0	0	0	0	0
Hspb9	15.250000	0	0	0	0	0	0	183	0	0	0	0	0	0
Gm10318	15.250000	0	0	0	0	0	0	0	0	77	106	0	0	0
Eif2b5	15.250000	0	0	0	0	0	0	183	0	0	0	0	0	0
Cldn34c1	15.250000	0	183	0	0	0	0	0	0	0	0	0	0	0
Zbtb41	15.166667	0	0	0	0	0	0	0	182	0	0	0	0	0
Senp3	15.166667	0	0	0	0	0	0	70	112	0	0	0	0	0
Opa1	15.166667	0	0	0	0	0	0	182	0	0	0	0	0	0
Klf13	15.166667	0	0	0	0	0	0	182	0	0	0	0	0	0
Htra2	15.166667	0	0	0	0	0	0	182	0	0	0	0	0	0
C3ar1	15.166667	0	0	0	0	0	0	182	0	0	0	0	0	0
Aup1	15.166667	0	0	0	0	0	0	182	0	0	0	0	0	0
Zfp61	15.083333	0	0	0	0	0	0	181	0	0	0	0	0	0
Usp6nl	15.083333	0	0	0	0	0	0	181	0	0	0	0	0	0
Rbm4b	15.083333	0	0	0	0	0	0	0	181	0	0	0	0	0
Nme1	15.083333	0	0	0	0	0	0	181	0	0	0	0	0	0
Megf8	15.083333	0	0	0	0	0	0	0	181	0	0	0	0	0
Limk2	15.083333	0	0	0	0	0	0	0	181	0	0	0	0	0
Kif23	15.083333	0	0	0	0	0	0	181	0	0	0	0	0	0
Coa3	15.083333	0	0	0	0	0	0	181	0	0	0	0	0	0
Cbr4	15.083333	0	0	0	0	0	0	0	181	0	0	0	0	0
Ucp2	15.000000	0	0	0	0	0	0	0	180	0	0	0	0	0
Pik3r1	15.000000	0	0	0	0	0	0	180	0	0	0	0	0	0
Epc2	15.000000	0	0	0	0	0	0	0	180	0	0	0	0	0
Wwp2	14.916667	0	0	0	0	0	0	179	0	0	0	0	0	0
Slc6a16	14.916667	89	90	0	0	0	0	0	0	0	0	0	0	0
Slc51a	14.916667	0	0	0	0	0	0	179	0	0	0	0	0	0
Rnf181	14.916667	0	0	0	0	0	0	0	179	0	0	0	0	0
Nuf2	14.916667	0	0	0	0	0	0	179	0	0	0	0	0	0
Fbxl14	14.916667	0	0	0	0	0	0	0	179	0	0	0	0	0
Fancd2	14.916667	0	0	0	0	0	0	0	179	0	0	0	0	0
Emc3	14.916667	0	0	0	0	0	0	0	179	0	0	0	0	0
