Target_genes	Smad3|Average	SRX2245993|Corpus_Striatum	SRX2245994|Corpus_Striatum	SRX2245995|Corpus_Striatum	SRX2245996|Corpus_Striatum	SRX5251393|Embryoid_Bodies	SRX5251394|Embryoid_Bodies	SRX130598|Embryonic_brains	SRX026254|Embryonic_Stem_Cells	SRX026255|Embryonic_Stem_Cells	SRX026256|Embryonic_Stem_Cells	SRX026257|Embryonic_Stem_Cells	SRX477547|Embryonic_Stem_Cells	SRX5251387|Embryonic_Stem_Cells	SRX1998723|MEF	SRX1998724|MEF	SRX1998725|MEF	SRX1998728|MEF	SRX1998729|MEF	SRX1998730|MEF	ERX028786|Neural_Stem_Cells	SRX3855869|Vascular_smooth_muscle_cells	SRX3855871|Vascular_smooth_muscle_cells	SRX3855877|Vascular_smooth_muscle_cells	SRX3855879|Vascular_smooth_muscle_cells	STRING
Osgepl1	11.500000	0	0	0	0	79	102	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0
Kif2a	11.500000	0	0	0	0	139	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmx1	11.500000	0	0	0	0	0	110	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Gprin2	11.500000	0	0	0	0	160	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt6	11.500000	0	0	0	0	121	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esx1	11.500000	0	0	0	0	94	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42ep2	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	148	0	0	0
Rpp25	11.458333	0	0	0	0	134	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim4	11.458333	0	0	0	0	107	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde4a	11.458333	0	0	0	0	160	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b4	11.458333	0	0	0	0	141	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpys	11.458333	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk18	11.458333	0	0	0	0	118	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6ap2	11.458333	0	0	0	0	0	102	88	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0
Agpat1	11.458333	0	0	0	0	146	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrb3	11.458333	0	0	0	0	0	168	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0
Ripor2	11.416667	0	0	0	0	111	89	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0
Nrxn2	11.416667	0	0	0	0	110	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moxd1	11.416667	0	0	0	0	140	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map7d2	11.416667	0	0	0	0	66	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Art3	11.416667	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Zic4	11.375000	0	0	0	0	157	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdf2	11.375000	0	0	0	0	156	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obscn	11.375000	0	0	0	0	126	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndst1	11.375000	0	0	0	0	107	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marchf11	11.375000	0	0	0	0	79	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ino80b	11.375000	0	0	0	0	110	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dph2	11.375000	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Dnah1	11.375000	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Bdh2	11.375000	0	0	0	0	119	0	77	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0
Arhgef15	11.375000	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0
Acvrl1	11.375000	0	0	0	0	92	95	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
Xkr6	11.333333	0	0	0	0	118	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tab3	11.333333	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0
Syne4	11.333333	0	0	0	0	168	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx16	11.333333	0	0	0	0	103	88	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0
Golm1	11.333333	0	0	0	0	154	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl5	11.333333	0	0	0	0	106	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam110c	11.333333	0	0	0	0	118	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evi5	11.333333	0	0	0	0	146	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc21	11.333333	0	0	0	0	0	157	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0
Ccnd1	11.333333	0	0	0	0	93	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim54	11.291667	0	0	0	0	0	97	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tle5	11.291667	0	0	0	0	0	141	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0
St8sia6	11.291667	0	0	0	0	85	95	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0
Ralyl	11.291667	0	0	0	0	130	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk2	11.291667	0	0	0	0	96	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk1n	11.291667	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Ntrk2	11.291667	0	0	0	0	148	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl11	11.291667	0	0	0	0	79	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1c	11.291667	0	0	0	0	0	161	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0
B230311B06Rik	11.291667	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Trf	11.250000	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	87	0	95	0	0	0
Tns3	11.250000	0	0	0	0	119	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf12a	11.250000	0	0	0	0	0	0	102	0	66	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0
Maco1	11.250000	0	0	0	0	90	90	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
Lmtk3	11.250000	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0
Jam2	11.250000	0	0	0	0	150	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb8	11.250000	0	0	0	0	166	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grk2	11.250000	0	0	0	0	135	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bub1	11.250000	0	0	0	0	111	70	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyr	11.208333	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txlnb	11.208333	0	0	0	0	0	149	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0
Slc1a6	11.208333	0	0	0	0	112	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10318	11.208333	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brsk1	11.208333	0	0	0	0	156	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a5	11.166667	0	0	0	0	100	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a5	11.166667	0	0	0	0	127	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plaat1	11.166667	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lancl3	11.166667	0	0	0	0	92	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt80	11.166667	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Cspp1	11.166667	0	0	0	0	139	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp937	11.125000	0	0	0	0	0	0	85	0	0	0	0	0	91	0	0	0	0	0	0	91	0	0	0	0	0
Ptger3	11.125000	0	0	0	0	104	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ovol1	11.125000	0	0	0	0	116	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mis12	11.125000	0	0	0	0	108	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matn3	11.125000	0	0	0	0	99	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd2	11.125000	0	0	0	0	172	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Derl2	11.125000	0	0	0	0	108	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd59a	11.125000	0	0	0	0	99	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nop53	11.083333	0	0	0	0	109	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mon1b	11.083333	0	0	0	0	0	0	92	0	0	0	0	0	81	0	0	0	0	0	0	93	0	0	0	0	0
Cplx3	11.083333	0	0	0	0	164	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt2	11.041667	0	0	0	0	126	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttpa	11.041667	0	0	0	0	97	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc37a1	11.041667	0	0	0	0	101	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTTMUSG00000016609	11.041667	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Npy4r	11.041667	0	0	0	0	149	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hecw1	11.041667	0	0	0	0	0	152	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0
Gm4724	11.041667	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Gm2026	11.041667	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Gm14434	11.041667	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Gm14430	11.041667	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Gm14308	11.041667	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Gdap1	11.041667	0	0	0	0	105	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock3	11.041667	0	0	0	0	89	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cks1b	11.041667	0	0	0	0	0	103	80	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0
2210016F16Rik	11.041667	0	0	0	0	124	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp971	11.000000	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0
Zfp867	11.000000	0	0	0	0	112	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmod4	11.000000	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0
Thbs4	11.000000	0	0	0	0	134	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sv2b	11.000000	0	0	0	0	112	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slu7	11.000000	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0
Sgce	11.000000	0	0	0	0	118	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rec8	11.000000	0	0	0	0	141	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm4	11.000000	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0
Plekhg4	11.000000	0	0	0	0	140	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0
Peg10	11.000000	0	0	0	0	118	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neil3	11.000000	0	0	0	0	127	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mosmo	11.000000	0	0	0	0	0	160	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0
Mcmdc2	11.000000	0	0	0	0	0	116	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc8a	11.000000	0	0	0	0	140	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ido1	11.000000	0	0	0	0	112	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfra4	11.000000	0	0	0	0	112	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Fez1	11.000000	0	0	0	0	0	82	90	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0
Eci3	11.000000	0	0	0	0	123	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc28	11.000000	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Cobl	11.000000	0	0	0	0	87	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ado	11.000000	0	0	0	0	121	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A630001G21Rik	11.000000	0	0	0	0	134	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp991	10.958333	0	0	0	0	159	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp599	10.958333	0	0	0	0	161	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp459	10.958333	0	0	0	0	85	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr55	10.958333	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Tmem94	10.958333	0	0	0	0	88	0	86	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0
Rnf165	10.958333	0	0	0	0	98	88	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0
Rassf6	10.958333	0	0	0	0	79	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrg3	10.958333	0	0	0	0	79	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdzk1ip1	10.958333	0	0	0	0	150	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0
Fndc5	10.958333	0	0	0	0	118	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf3	10.958333	0	0	0	0	94	83	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
Acsbg1	10.958333	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
1110038F14Rik	10.958333	0	0	0	0	124	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx3	10.916667	0	0	0	0	92	103	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj3	10.916667	0	0	0	0	0	151	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0
H2-M5	10.916667	0	0	0	0	150	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gucy2g	10.916667	0	0	0	0	119	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aadat	10.916667	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Tor4a	10.875000	0	0	0	0	125	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfb2	10.875000	0	0	0	0	0	78	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Pitpnm2	10.875000	0	0	0	0	74	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bst1	10.875000	0	0	0	0	114	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdx6	10.833333	0	0	0	0	84	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-4	10.833333	0	0	0	0	107	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb13	10.833333	0	0	0	0	127	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephb2	10.833333	0	0	0	0	0	135	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
Carns1	10.833333	0	0	0	0	108	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700093K21Rik	10.833333	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfcp2l1	10.791667	0	0	0	0	157	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6k	10.791667	0	0	0	0	0	152	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0
Gprc5b	10.791667	0	0	0	0	167	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggt7	10.791667	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erg	10.791667	0	0	0	0	114	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh18	10.791667	0	0	0	0	164	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cand2	10.791667	0	0	0	0	134	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp931	10.750000	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0
Rasgrf2	10.750000	0	0	0	0	90	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm8	10.750000	0	0	0	0	133	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp27	10.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	141	0
Lrguk	10.750000	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0
Klhl3	10.750000	0	0	0	0	95	95	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0
Grhpr	10.750000	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc10	10.750000	0	0	0	0	99	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp229	10.708333	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	90	0	79	0	0	0
Tmem8b	10.708333	0	0	0	0	123	64	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
Tha1	10.708333	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Pex5l	10.708333	0	0	0	0	79	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesp1	10.708333	0	0	0	0	0	155	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0
Kti12	10.708333	0	0	0	0	109	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif22	10.708333	0	0	0	0	141	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstt3	10.708333	0	0	0	0	0	164	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0
Fam221b	10.708333	0	0	0	0	123	64	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
Dcc	10.708333	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Alkbh8	10.708333	0	0	0	0	134	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem35b	10.666667	0	0	0	0	99	89	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsph9	10.666667	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Rab27b	10.666667	0	0	0	0	119	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptx3	10.666667	0	0	0	0	118	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc73	10.666667	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	83	0	91	0	0	0
Hivep3	10.666667	0	0	0	0	129	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-T9	10.666667	0	0	0	0	125	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-T22	10.666667	0	0	0	0	125	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6034	10.666667	0	0	0	0	125	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20939	10.666667	0	0	0	0	92	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
Fryl	10.666667	0	0	0	0	0	143	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0
Egln1	10.666667	0	0	0	0	0	88	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0
Dleu7	10.666667	0	0	0	0	119	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asb13	10.666667	0	0	0	0	119	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf5	10.625000	0	0	0	0	135	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pygm	10.625000	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Nr1h3	10.625000	0	0	0	0	80	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nedd8	10.625000	0	0	0	0	120	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqub	10.625000	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Iqank1	10.625000	0	0	0	0	0	156	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0
Gmpr2	10.625000	0	0	0	0	120	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83h	10.625000	0	0	0	0	0	156	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0
Crtap	10.625000	0	0	0	0	110	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cntn2	10.625000	0	0	0	0	130	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actrt3	10.625000	0	0	0	0	100	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Rragd	10.583333	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf4	10.583333	0	0	0	0	109	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme5	10.583333	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Mfsd10	10.583333	0	0	0	0	114	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctf1	10.583333	0	0	0	0	94	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulf2	10.541667	0	0	0	0	0	120	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcan2	10.541667	0	0	0	0	85	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manea	10.541667	0	0	0	0	112	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp1	10.541667	0	0	0	0	85	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam174c	10.541667	0	0	0	0	0	119	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Bend6	10.541667	0	0	0	0	84	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh1a2	10.541667	0	0	0	0	0	133	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Adra1a	10.541667	0	0	0	0	0	133	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Zfp872	10.500000	0	0	0	0	92	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pef1	10.500000	0	0	0	0	81	0	85	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0
Lingo3	10.500000	0	0	0	0	0	161	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0
Kdm5c	10.500000	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Gzmm	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	115	0
Emp2	10.500000	0	0	0	0	127	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcam1	10.458333	0	0	0	0	0	157	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g7	10.458333	0	0	0	0	80	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
