Target_genes	Ctnnb1|Average	SRX172938|Embryonic_kidney	SRX172939|Embryonic_kidney	SRX1293143|Hematopoietic_Stem_Cells	SRX1293144|Hematopoietic_Stem_Cells	SRX1293145|Hematopoietic_Stem_Cells	SRX116906|Hepatocytes	SRX6818033|Mesenchymal_stem_cells	SRX6818034|Mesenchymal_stem_cells	SRX6818035|Mesenchymal_stem_cells	SRX6818036|Mesenchymal_stem_cells	SRX5723671|mIMCD-3	SRX5723672|mIMCD-3	SRX5723673|mIMCD-3	SRX5723674|mIMCD-3	SRX5723677|mIMCD-3	SRX5723678|mIMCD-3	SRX5723679|mIMCD-3	SRX5723680|mIMCD-3	SRX7856417|Trophoblast_stem_cells	SRX7856418|Trophoblast_stem_cells	STRING
Spsb3	17.350000	0	0	0	0	0	0	158	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Nubp2	17.350000	0	0	0	0	0	0	158	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Wbp2	17.300000	0	0	0	0	0	0	216	0	130	0	0	0	0	0	0	0	0	0	0	0	0
Hdac7	17.300000	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0
Pgap1	17.250000	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il13ra2	17.250000	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0
Slc1a2	17.200000	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leng9	17.200000	0	0	0	0	0	0	94	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Zkscan1	17.150000	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0
Srsf3	17.150000	0	0	0	0	0	0	182	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Sestd1	17.150000	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0
Efcab2	17.150000	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0
Thsd7a	17.100000	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf15	17.100000	0	0	0	0	0	0	150	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Col18a1	17.100000	92	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Polr3b	17.050000	0	128	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0
Pkp4	17.050000	0	0	0	0	0	189	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Syt12	17.000000	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0
Gm11562	17.000000	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0
Clcn3	17.000000	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0
Kbtbd7	16.900000	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap18	16.900000	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0
Haus1	16.850000	0	126	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cavin4	16.850000	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0
Atp5a1	16.850000	0	126	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag7	16.800000	0	158	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Rnft2	16.800000	0	0	0	0	0	0	94	0	242	0	0	0	0	0	0	0	0	0	0	0	0
4931408C20Rik	16.800000	0	106	0	0	0	0	0	0	121	109	0	0	0	0	0	0	0	0	0	0	0
2410131K14Rik	16.800000	0	0	0	0	0	0	94	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc8	16.750000	0	0	0	0	0	0	118	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Rint1	16.750000	0	163	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Ddx17	16.750000	0	0	0	0	0	0	96	0	239	0	0	0	0	0	0	0	0	0	0	0	0
9430015G10Rik	16.750000	0	0	0	0	0	0	135	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Tspyl1	16.700000	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9d	16.700000	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0
Dusp6	16.700000	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0
Ptbp1	16.650000	0	0	0	0	0	0	208	0	125	0	0	0	0	0	0	0	0	0	0	0	0
Hk1	16.650000	0	0	0	0	0	0	165	0	168	0	0	0	0	0	0	0	0	0	0	0	0
Chfr	16.650000	0	0	0	0	0	0	156	0	177	0	0	0	0	0	0	0	0	0	0	0	0
Ppp4r3b	16.600000	0	0	0	0	0	0	139	0	193	0	0	0	0	0	0	0	0	0	0	0	0
Dhx16	16.600000	0	0	0	0	0	0	87	0	245	0	0	0	0	0	0	0	0	0	0	0	0
Vps33a	16.550000	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0
Tsc1	16.550000	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0
Tcte3	16.550000	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0
Gtf3c5	16.550000	0	0	0	0	0	0	133	0	198	0	0	0	0	0	0	0	0	0	0	0	0
Gm3435	16.550000	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0
Zfp354b	16.500000	0	0	0	0	0	161	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Znrd1as	16.450000	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0
Znrd1	16.450000	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0
Mon1b	16.450000	0	0	0	0	0	212	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Ermard	16.450000	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0
Ptov1	16.400000	0	0	0	0	0	0	197	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Ift27	16.400000	0	0	0	0	0	0	118	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Tst	16.350000	0	0	0	0	0	0	181	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp4	16.350000	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0
Mpst	16.350000	0	0	0	0	0	0	181	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Fam234a	16.350000	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0
Apol7a	16.350000	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0
Akr1b3	16.350000	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs7	16.300000	0	0	0	0	0	0	84	0	242	0	0	0	0	0	0	0	0	0	0	0	0
H2bc6	16.300000	0	79	0	0	0	0	137	0	110	0	0	0	0	0	0	0	0	0	0	0	0
Zfp143	16.250000	0	0	0	0	0	0	146	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a2	16.250000	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0
Col6a5	16.250000	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0
Sharpin	16.200000	0	0	0	0	0	0	124	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Maf1	16.200000	0	0	0	0	0	0	124	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Kpna1	16.200000	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0
Per2	16.150000	0	0	0	0	0	0	228	0	95	0	0	0	0	0	0	0	0	0	0	0	0
Naa60	16.150000	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0
Fah	16.150000	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0
Hal	16.100000	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0
Agbl5	16.100000	0	0	0	0	0	0	84	0	238	0	0	0	0	0	0	0	0	0	0	0	0
Stk11	16.050000	0	0	0	0	0	0	159	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Nsun4	16.050000	0	0	0	0	0	0	127	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Cmc2	16.050000	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0
Cenpn	16.050000	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0
Zfp687	16.000000	0	0	0	0	0	0	167	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Timm13	16.000000	0	0	0	0	0	0	120	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Tab1	16.000000	0	180	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0
Pkp2	16.000000	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0
Disp1	16.000000	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0
Septin7	15.950000	0	0	0	0	0	0	135	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Dpp7	15.950000	0	0	0	0	0	0	99	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Wbp11	15.850000	0	0	0	0	0	0	154	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a2	15.850000	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0
Cmss1	15.850000	0	0	0	0	0	128	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0
BC049715	15.850000	0	0	0	0	0	0	154	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Hbp1	15.800000	0	0	0	0	0	0	180	0	136	0	0	0	0	0	0	0	0	0	0	0	0
Eif3e	15.800000	0	0	0	0	0	0	150	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Crebrf	15.800000	0	0	0	0	0	0	115	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Kdm3a	15.750000	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0
Fmo1	15.750000	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0
Spen	15.700000	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl1	15.700000	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0
Gpa33	15.700000	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0
Rnf125	15.650000	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a4	15.600000	0	0	0	0	0	0	0	0	176	136	0	0	0	0	0	0	0	0	0	0	0
Gtf2f1	15.600000	0	0	0	0	0	0	99	0	213	0	0	0	0	0	0	0	0	0	0	0	0
Tnnt3	15.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0
Sphk2	15.550000	93	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0
Msl3	15.550000	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a3	15.550000	0	0	0	0	0	0	150	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Ipo8	15.500000	0	0	0	0	0	0	186	0	124	0	0	0	0	0	0	0	0	0	0	0	0
Epc1	15.500000	0	0	0	0	0	0	129	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Asah1	15.500000	0	119	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Sh3gl1	15.450000	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0
R3hcc1l	15.350000	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0
Enpp3	15.300000	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0
Usp5	15.250000	0	0	0	0	0	0	214	0	91	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc6b	15.250000	0	0	0	0	0	0	147	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Ncoa2	15.250000	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0
Gm14092	15.250000	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdca3	15.250000	0	0	0	0	0	0	214	0	91	0	0	0	0	0	0	0	0	0	0	0	0
Ncln	15.200000	0	0	0	0	0	0	120	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Atf7	15.200000	0	0	0	0	0	0	137	0	167	0	0	0	0	0	0	0	0	0	0	0	0
Adam17	15.200000	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0
S100a4	15.150000	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn22	15.150000	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0
Pparg	15.150000	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0
Lrrd1	15.150000	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0
Ch25h	15.150000	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0
Ly6g	15.100000	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Lrif1	15.100000	0	0	0	0	0	0	133	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Jund	15.100000	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa7	15.100000	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Dusp11	15.100000	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Capn15	15.100000	0	0	0	0	0	0	141	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Baalc	15.100000	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Ap5s1	15.100000	0	0	0	0	0	0	97	0	205	0	0	0	0	0	0	0	0	0	0	0	0
Olfr876	15.050000	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0
Nfyc	15.050000	0	0	0	0	0	0	130	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Luc7l2	15.050000	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0
Krr1	15.000000	151	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
Exd2	15.000000	0	0	0	0	0	0	146	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl21	14.950000	141	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mphosph10	14.950000	130	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Mcee	14.950000	130	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Ighmbp2	14.950000	141	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l1	14.950000	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0
Ing4	14.900000	0	0	0	0	0	0	88	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Grb7	14.900000	179	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6712	14.900000	0	0	0	0	0	0	142	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Eed	14.900000	0	0	0	0	0	0	125	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Samhd1	14.850000	0	0	0	0	0	0	0	0	195	102	0	0	0	0	0	0	0	0	0	0	0
Eif5	14.850000	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0
Col12a1	14.850000	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0
Zfp335	14.800000	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0
Tada3	14.750000	0	154	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Hp	14.750000	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0
Exoc6	14.750000	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc4	14.750000	0	154	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Spg11	14.700000	0	0	0	0	0	0	121	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Rpl18	14.700000	93	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Podnl1	14.700000	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0
M6pr	14.700000	0	0	0	0	0	0	168	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Hexa	14.700000	0	0	0	0	0	0	109	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45g	14.700000	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	127	0
Arl2	14.700000	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0
Tbpl1	14.650000	0	0	0	0	0	0	0	0	192	101	0	0	0	0	0	0	0	0	0	0	0
Bcat1	14.650000	169	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0
Top3a	14.600000	0	0	0	0	0	0	91	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Stx16	14.600000	0	126	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Srp19	14.600000	0	0	0	0	0	0	93	0	199	0	0	0	0	0	0	0	0	0	0	0	0
Smcr8	14.600000	0	0	0	0	0	0	91	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2h4	14.600000	0	0	0	0	0	0	108	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Ube2b	14.550000	0	0	0	0	0	0	0	0	194	97	0	0	0	0	0	0	0	0	0	0	0
Rps15	14.550000	0	119	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Gpr108	14.550000	0	0	0	0	0	0	91	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1b	14.500000	0	0	0	0	0	0	115	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Tmem260	14.450000	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0
Rsu1	14.450000	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa6	14.450000	0	152	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
Dnlz	14.450000	0	0	0	0	0	0	158	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Dclre1c	14.450000	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0
Txnip	14.400000	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0
Scyl3	14.400000	0	0	0	0	0	0	116	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Wiz	14.350000	0	87	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Taf6	14.350000	0	0	0	0	0	0	133	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Selenop	14.350000	0	0	0	0	0	0	136	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Esyt2	14.350000	0	0	0	0	0	0	0	0	177	110	0	0	0	0	0	0	0	0	0	0	0
Cnpy4	14.350000	0	0	0	0	0	0	133	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Tcp11l2	14.300000	0	0	0	0	0	0	134	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Pfkfb2	14.300000	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0
Mia2	14.250000	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0
Katnb1	14.250000	0	0	0	0	0	0	181	0	104	0	0	0	0	0	0	0	0	0	0	0	0
Runx1	14.200000	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0
Nacc1	14.150000	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp4r3a	14.100000	0	0	0	0	0	0	176	0	106	0	0	0	0	0	0	0	0	0	0	0	0
Ifi27	14.100000	0	0	0	0	0	0	151	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Ints10	14.050000	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Gpr137	14.050000	0	0	0	0	0	0	82	0	199	0	0	0	0	0	0	0	0	0	0	0	0
Gm51425	14.050000	0	0	0	0	0	0	110	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc16	14.050000	0	121	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Bad	14.050000	0	0	0	0	0	0	82	0	199	0	0	0	0	0	0	0	0	0	0	0	0
Rps3a1	14.000000	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0
Rpp38	14.000000	0	0	0	0	0	0	108	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Eef2	14.000000	0	0	0	0	0	0	94	0	186	0	0	0	0	0	0	0	0	0	0	0	0
Stub1	13.950000	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0
Rnf217	13.950000	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0
Atf4	13.950000	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0
Hspa9	13.900000	0	124	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Bhlhe40	13.900000	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0
Septin11	13.850000	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0
Kdm5a	13.850000	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0
Dstn	13.850000	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0
Trub2	13.800000	0	0	0	0	0	0	94	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Lsg1	13.800000	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0
Coq4	13.800000	0	0	0	0	0	0	94	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Ube2f	13.750000	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0
Tinf2	13.750000	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7l1	13.750000	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0
Pdap1	13.750000	0	52	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0
H2aj	13.750000	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2f2	13.750000	0	0	0	0	0	158	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Bud31	13.750000	0	52	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0
Snrnp27	13.700000	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0
Echdc3	13.700000	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0
Shprh	13.650000	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0
Oxsm	13.650000	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0
N4bp2l2	13.650000	0	0	0	0	0	0	133	0	140	0	0	0	0	0	0	0	0	0	0	0	0
Il1rn	13.600000	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0
Srsf7	13.550000	0	0	0	0	0	92	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Riok1	13.550000	0	103	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad54l2	13.550000	0	174	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
Nudt15	13.550000	0	137	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Kifc5b	13.550000	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0
Cage1	13.550000	0	103	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3d1	13.550000	0	0	0	0	0	0	145	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Rap2a	13.500000	0	0	0	0	0	0	119	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Pus10	13.450000	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0
Pex13	13.450000	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0
Mrps11	13.450000	0	0	0	0	0	0	138	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl46	13.450000	0	0	0	0	0	0	138	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Zfp703	13.400000	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Ttc7b	13.400000	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Tsnaxip1	13.400000	0	0	0	0	0	0	167	0	101	0	0	0	0	0	0	0	0	0	0	0	0
Selenow	13.400000	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp10	13.400000	0	0	0	0	0	0	167	0	101	0	0	0	0	0	0	0	0	0	0	0	0
Lepr	13.400000	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Kdm5c	13.400000	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Sec13	13.350000	0	119	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Phf14	13.350000	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa4	13.350000	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0
Alkbh3	13.350000	0	117	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Trip12	13.300000	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0
S100a3	13.300000	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo36	13.300000	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap24	13.300000	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0
Ube2g1	13.250000	0	0	0	0	0	0	148	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Hdac3	13.250000	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0
Acadl	13.250000	0	0	0	0	0	104	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Spink13	13.200000	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0
Zfp617	13.150000	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0
Twnk	13.150000	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0
Slfn3	13.150000	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl43	13.150000	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0
