Target_genes	Etv5|Average	SRX3775849|Alveolar_type_II_cells	SRX4988100|Embryonic_Stem_Cells	SRX4988101|Embryonic_Stem_Cells	SRX4988102|Embryonic_Stem_Cells	SRX4988103|Embryonic_Stem_Cells	SRX4988104|Embryonic_Stem_Cells	SRX4988105|Embryonic_Stem_Cells	STRING
Ess2	22.428571	157	0	0	0	0	0	0	0
Emc6	22.428571	157	0	0	0	0	0	0	0
Drap1	22.428571	157	0	0	0	0	0	0	0
Dctn4	22.428571	157	0	0	0	0	0	0	0
Clpb	22.428571	157	0	0	0	0	0	0	0
Capn2	22.428571	157	0	0	0	0	0	0	0
AI837181	22.428571	157	0	0	0	0	0	0	0
1810009A15Rik	22.428571	157	0	0	0	0	0	0	0
Ube2c	22.285714	156	0	0	0	0	0	0	0
Trim59	22.285714	156	0	0	0	0	0	0	0
Tle1	22.285714	156	0	0	0	0	0	0	0
Timeless	22.285714	156	0	0	0	0	0	0	0
Taok2	22.285714	156	0	0	0	0	0	0	0
Snx18	22.285714	156	0	0	0	0	0	0	0
Slc66a2	22.285714	156	0	0	0	0	0	0	0
Setd3	22.285714	156	0	0	0	0	0	0	0
Rgs12	22.285714	156	0	0	0	0	0	0	0
Rbbp5	22.285714	156	0	0	0	0	0	0	0
Rasd1	22.285714	156	0	0	0	0	0	0	0
Prpf18	22.285714	156	0	0	0	0	0	0	0
Polr1e	22.285714	156	0	0	0	0	0	0	0
Pex11b	22.285714	156	0	0	0	0	0	0	0
Pcbd1	22.285714	156	0	0	0	0	0	0	0
Mycbpap	22.285714	156	0	0	0	0	0	0	0
Med1	22.285714	156	0	0	0	0	0	0	0
Ifnz	22.285714	156	0	0	0	0	0	0	0
Ercc6l	22.285714	156	0	0	0	0	0	0	0
Dmxl1	22.285714	156	0	0	0	0	0	0	0
Ccnk	22.285714	156	0	0	0	0	0	0	0
Amfr	22.285714	156	0	0	0	0	0	0	0
Acbd6	22.285714	156	0	0	0	0	0	0	0
4930430F08Rik	22.285714	156	0	0	0	0	0	0	0
Wnk1	22.142857	155	0	0	0	0	0	0	0
Tmed9	22.142857	155	0	0	0	0	0	0	0
Spag1	22.142857	155	0	0	0	0	0	0	0
Sec31b	22.142857	155	0	0	0	0	0	0	0
Rtn4	22.142857	155	0	0	0	0	0	0	0
Rpl7a	22.142857	155	0	0	0	0	0	0	0
Ptprf	22.142857	155	0	0	0	0	0	0	0
Osbpl3	22.142857	155	0	0	0	0	0	0	0
Notch1	22.142857	155	0	0	0	0	0	0	0
Ncor2	22.142857	155	0	0	0	0	0	0	0
Med22	22.142857	155	0	0	0	0	0	0	0
Mcidas	22.142857	155	0	0	0	0	0	0	0
Map7	22.142857	155	0	0	0	0	0	0	0
Lcn2	22.142857	155	0	0	0	0	0	0	0
Lancl1	22.142857	155	0	0	0	0	0	0	0
Kcnh2	22.142857	155	0	0	0	0	0	0	0
Irs1	22.142857	155	0	0	0	0	0	0	0
Irf2bpl	22.142857	155	0	0	0	0	0	0	0
Grcc10	22.142857	155	0	0	0	0	0	0	0
Gramd1b	22.142857	155	0	0	0	0	0	0	0
Gpr137b	22.142857	155	0	0	0	0	0	0	0
Glce	22.142857	155	0	0	0	0	0	0	0
Eva1b	22.142857	155	0	0	0	0	0	0	0
Etfbkmt	22.142857	155	0	0	0	0	0	0	0
Eif3f	22.142857	155	0	0	0	0	0	0	0
Dis3l	22.142857	155	0	0	0	0	0	0	0
Cuedc1	22.142857	155	0	0	0	0	0	0	0
Cd81	22.142857	155	0	0	0	0	0	0	0
Bloc1s5	22.142857	155	0	0	0	0	0	0	0
Birc3	22.142857	155	0	0	0	0	0	0	0
Atg10	22.142857	155	0	0	0	0	0	0	0
Arhgef16	22.142857	155	0	0	0	0	0	0	0
3110082I17Rik	22.142857	155	0	0	0	0	0	0	0
Zfp748	22.000000	154	0	0	0	0	0	0	0
Yif1b	22.000000	154	0	0	0	0	0	0	0
Tmem200b	22.000000	154	0	0	0	0	0	0	0
Sh2d5	22.000000	154	0	0	0	0	0	0	0
Rps27a	22.000000	154	0	0	0	0	0	0	0
Rnf219	22.000000	154	0	0	0	0	0	0	0
Rexo2	22.000000	154	0	0	0	0	0	0	0
Nenf	22.000000	154	0	0	0	0	0	0	0
Micall2	22.000000	154	0	0	0	0	0	0	0
Marchf6	22.000000	154	0	0	0	0	0	0	0
Lrr1	22.000000	154	0	0	0	0	0	0	0
Ip6k1	22.000000	154	0	0	0	0	0	0	0
Impdh2	22.000000	154	0	0	0	0	0	0	0
Il11	22.000000	154	0	0	0	0	0	0	0
Igf1r	22.000000	154	0	0	0	0	0	0	0
Gpr157	22.000000	154	0	0	0	0	0	0	0
Gk5	22.000000	154	0	0	0	0	0	0	0
Fam126a	22.000000	154	0	0	0	0	0	0	0
Etfdh	22.000000	154	0	0	0	0	0	0	0
Efhc1	22.000000	154	0	0	0	0	0	0	0
Dlg5	22.000000	154	0	0	0	0	0	0	0
Clhc1	22.000000	154	0	0	0	0	0	0	0
Cdc73	22.000000	154	0	0	0	0	0	0	0
C1qtnf12	22.000000	154	0	0	0	0	0	0	0
4930579G24Rik	22.000000	154	0	0	0	0	0	0	0
2310022B05Rik	22.000000	154	0	0	0	0	0	0	0
Zfp82	21.857143	153	0	0	0	0	0	0	0
Zfp759	21.857143	153	0	0	0	0	0	0	0
Stx16	21.857143	153	0	0	0	0	0	0	0
Smim13	21.857143	153	0	0	0	0	0	0	0
Rbmx2	21.857143	153	0	0	0	0	0	0	0
Psmg3	21.857143	153	0	0	0	0	0	0	0
Psma3	21.857143	153	0	0	0	0	0	0	0
Pou6f1	21.857143	153	0	0	0	0	0	0	0
Plekha1	21.857143	153	0	0	0	0	0	0	0
Pawr	21.857143	153	0	0	0	0	0	0	0
Mzf1	21.857143	153	0	0	0	0	0	0	0
Mcm5	21.857143	153	0	0	0	0	0	0	0
Klhdc4	21.857143	153	0	0	0	0	0	0	0
Kdm4a	21.857143	153	0	0	0	0	0	0	0
Kctd3	21.857143	153	0	0	0	0	0	0	0
Ier3ip1	21.857143	153	0	0	0	0	0	0	0
Hyi	21.857143	153	0	0	0	0	0	0	0
H3c11	21.857143	153	0	0	0	0	0	0	0
Entpd2	21.857143	153	0	0	0	0	0	0	0
D17H6S53E	21.857143	153	0	0	0	0	0	0	0
Crip2	21.857143	153	0	0	0	0	0	0	0
Ccdc43	21.857143	153	0	0	0	0	0	0	0
Camkk1	21.857143	153	0	0	0	0	0	0	0
Brms1	21.857143	153	0	0	0	0	0	0	0
Abhd17b	21.857143	153	0	0	0	0	0	0	0
1110059E24Rik	21.857143	153	0	0	0	0	0	0	0
Zmynd11	21.714286	152	0	0	0	0	0	0	0
Vps26a	21.714286	152	0	0	0	0	0	0	0
Vps13a	21.714286	152	0	0	0	0	0	0	0
Vegfb	21.714286	152	0	0	0	0	0	0	0
Ttc39a	21.714286	152	0	0	0	0	0	0	0
Trmt61a	21.714286	152	0	0	0	0	0	0	0
Tmod1	21.714286	152	0	0	0	0	0	0	0
Tmem109	21.714286	152	0	0	0	0	0	0	0
Timm9	21.714286	152	0	0	0	0	0	0	0
Taf5	21.714286	152	0	0	0	0	0	0	0
St3gal3	21.714286	152	0	0	0	0	0	0	0
Spryd7	21.714286	152	0	0	0	0	0	0	0
Slc34a2	21.714286	152	0	0	0	0	0	0	0
Slc25a35	21.714286	152	0	0	0	0	0	0	0
Sinhcaf	21.714286	152	0	0	0	0	0	0	0
Rnf187	21.714286	152	0	0	0	0	0	0	0
Rdh13	21.714286	152	0	0	0	0	0	0	0
Rab3d	21.714286	152	0	0	0	0	0	0	0
Ppp2r5c	21.714286	152	0	0	0	0	0	0	0
Pla2g4f	21.714286	152	0	0	0	0	0	0	0
Osbp	21.714286	152	0	0	0	0	0	0	0
Nans	21.714286	152	0	0	0	0	0	0	0
Mcrip2	21.714286	152	0	0	0	0	0	0	0
Hps4	21.714286	152	0	0	0	0	0	0	0
Hnrnpm	21.714286	152	0	0	0	0	0	0	0
G3bp1	21.714286	152	0	0	0	0	0	0	0
Dok4	21.714286	152	0	0	0	0	0	0	0
Dcun1d1	21.714286	152	0	0	0	0	0	0	0
Cox17	21.714286	152	0	0	0	0	0	0	0
Coasy	21.714286	152	0	0	0	0	0	0	0
Cmpk2	21.714286	152	0	0	0	0	0	0	0
Cdkn2c	21.714286	152	0	0	0	0	0	0	0
Arfgap3	21.714286	152	0	0	0	0	0	0	0
2700049A03Rik	21.714286	152	0	0	0	0	0	0	0
Zfp983	21.571429	151	0	0	0	0	0	0	0
Zfp629	21.571429	151	0	0	0	0	0	0	0
Ttc30b	21.571429	151	0	0	0	0	0	0	0
Tmem51	21.571429	151	0	0	0	0	0	0	0
Tma16	21.571429	151	0	0	0	0	0	0	0
Ticrr	21.571429	151	0	0	0	0	0	0	0
Sc5d	21.571429	151	0	0	0	0	0	0	0
Relch	21.571429	151	0	0	0	0	0	0	0
Rbl2	21.571429	151	0	0	0	0	0	0	0
Rab31	21.571429	151	0	0	0	0	0	0	0
Plekhb2	21.571429	151	0	0	0	0	0	0	0
Pign	21.571429	151	0	0	0	0	0	0	0
Nsd3	21.571429	151	0	0	0	0	0	0	0
Mtpap	21.571429	151	0	0	0	0	0	0	0
Maml3	21.571429	151	0	0	0	0	0	0	0
Lmf1	21.571429	151	0	0	0	0	0	0	0
Foxa1	21.571429	151	0	0	0	0	0	0	0
Ephb4	21.571429	151	0	0	0	0	0	0	0
Ehbp1l1	21.571429	151	0	0	0	0	0	0	0
Dus2	21.571429	151	0	0	0	0	0	0	0
Ddx28	21.571429	151	0	0	0	0	0	0	0
Dbp	21.571429	151	0	0	0	0	0	0	0
Ciao3	21.571429	151	0	0	0	0	0	0	0
Cdk5rap2	21.571429	151	0	0	0	0	0	0	0
Carnmt1	21.571429	151	0	0	0	0	0	0	0
Atp8b2	21.571429	151	0	0	0	0	0	0	0
Aebp2	21.571429	151	0	0	0	0	0	0	0
Acat2	21.571429	151	0	0	0	0	0	0	0
Abca1	21.571429	151	0	0	0	0	0	0	0
0610040J01Rik	21.571429	151	0	0	0	0	0	0	0
Zfp207	21.428571	150	0	0	0	0	0	0	0
Tspan2	21.428571	150	0	0	0	0	0	0	0
Tsku	21.428571	150	0	0	0	0	0	0	0
Troap	21.428571	150	0	0	0	0	0	0	0
Tmem263	21.428571	150	0	0	0	0	0	0	0
Tlr5	21.428571	150	0	0	0	0	0	0	0
Pyurf	21.428571	150	0	0	0	0	0	0	0
Psmg4	21.428571	150	0	0	0	0	0	0	0
Prdx3	21.428571	150	0	0	0	0	0	0	0
Pclo	21.428571	150	0	0	0	0	0	0	0
Nphp3	21.428571	150	0	0	0	0	0	0	0
Mki67	21.428571	150	0	0	0	0	0	0	0
Klhl29	21.428571	150	0	0	0	0	0	0	0
Herpud1	21.428571	150	0	0	0	0	0	0	0
H2-Q9	21.428571	150	0	0	0	0	0	0	0
H2-Q7	21.428571	150	0	0	0	0	0	0	0
Gpsm1	21.428571	150	0	0	0	0	0	0	0
Galt	21.428571	150	0	0	0	0	0	0	0
Galnt2	21.428571	150	0	0	0	0	0	0	0
Fhl4	21.428571	150	0	0	0	0	0	0	0
Espn	21.428571	150	0	0	0	0	0	0	0
Dnaja3	21.428571	150	0	0	0	0	0	0	0
Dmkn	21.428571	0	0	0	0	0	150	0	0
Dcps	21.428571	150	0	0	0	0	0	0	0
Cntrl	21.428571	150	0	0	0	0	0	0	0
Clcn7	21.428571	150	0	0	0	0	0	0	0
Cited4	21.428571	150	0	0	0	0	0	0	0
Auh	21.428571	150	0	0	0	0	0	0	0
Aars	21.428571	150	0	0	0	0	0	0	0
Xpo4	21.285714	149	0	0	0	0	0	0	0
Ulk1	21.285714	149	0	0	0	0	0	0	0
Tsnaxip1	21.285714	149	0	0	0	0	0	0	0
Slc35d1	21.285714	149	0	0	0	0	0	0	0
Slc25a29	21.285714	149	0	0	0	0	0	0	0
Shroom3	21.285714	149	0	0	0	0	0	0	0
Reck	21.285714	149	0	0	0	0	0	0	0
Rbpjl	21.285714	149	0	0	0	0	0	0	0
Rbm15	21.285714	149	0	0	0	0	0	0	0
Ranbp10	21.285714	149	0	0	0	0	0	0	0
Psmb2	21.285714	149	0	0	0	0	0	0	0
Pccb	21.285714	149	0	0	0	0	0	0	0
Ndst1	21.285714	149	0	0	0	0	0	0	0
Matn4	21.285714	149	0	0	0	0	0	0	0
H4c1	21.285714	149	0	0	0	0	0	0	0
H3c1	21.285714	149	0	0	0	0	0	0	0
Foxp1	21.285714	149	0	0	0	0	0	0	0
Fmc1	21.285714	149	0	0	0	0	0	0	0
Fitm2	21.285714	149	0	0	0	0	0	0	0
Fam241a	21.285714	149	0	0	0	0	0	0	0
Cmtm7	21.285714	149	0	0	0	0	0	0	0
Celsr1	21.285714	149	0	0	0	0	0	0	0
Anxa2	21.285714	149	0	0	0	0	0	0	0
Adgra3	21.285714	149	0	0	0	0	0	0	0
Actg1	21.285714	149	0	0	0	0	0	0	0
Acot1	21.285714	149	0	0	0	0	0	0	0
Zfp708	21.142857	148	0	0	0	0	0	0	0
Zcchc24	21.142857	148	0	0	0	0	0	0	0
Zbtb22	21.142857	148	0	0	0	0	0	0	0
Vps4a	21.142857	148	0	0	0	0	0	0	0
Tlcd4	21.142857	148	0	0	0	0	0	0	0
Stx18	21.142857	148	0	0	0	0	0	0	0
Smpd2	21.142857	148	0	0	0	0	0	0	0
Slc25a39	21.142857	148	0	0	0	0	0	0	0
Sars2	21.142857	148	0	0	0	0	0	0	0
Rpl14	21.142857	148	0	0	0	0	0	0	0
Rasgef1a	21.142857	148	0	0	0	0	0	0	0
Raf1	21.142857	148	0	0	0	0	0	0	0
Psmd4	21.142857	148	0	0	0	0	0	0	0
Prmt5	21.142857	148	0	0	0	0	0	0	0
Ppil6	21.142857	148	0	0	0	0	0	0	0
Osgep	21.142857	148	0	0	0	0	0	0	0
Nsmce4a	21.142857	148	0	0	0	0	0	0	0
Neil1	21.142857	148	0	0	0	0	0	0	0
Mrps12	21.142857	148	0	0	0	0	0	0	0
Mrpl45	21.142857	148	0	0	0	0	0	0	0
Mlxipl	21.142857	148	0	0	0	0	0	0	0
Mia3	21.142857	148	0	0	0	0	0	0	0
Map4k1	21.142857	148	0	0	0	0	0	0	0
Lrp12	21.142857	148	0	0	0	0	0	0	0
Klhl42	21.142857	148	0	0	0	0	0	0	0
Helz	21.142857	148	0	0	0	0	0	0	0
H4c11	21.142857	148	0	0	0	0	0	0	0
H2-Q2	21.142857	148	0	0	0	0	0	0	0
Gzf1	21.142857	148	0	0	0	0	0	0	0
Eif3k	21.142857	148	0	0	0	0	0	0	0
Cfl2	21.142857	148	0	0	0	0	0	0	0
Casp8	21.142857	148	0	0	0	0	0	0	0
C2cd2l	21.142857	148	0	0	0	0	0	0	0
BC048403	21.142857	148	0	0	0	0	0	0	0
Axdnd1	21.142857	148	0	0	0	0	0	0	0
Apex1	21.142857	148	0	0	0	0	0	0	0
Akap11	21.142857	148	0	0	0	0	0	0	0
Agk	21.142857	148	0	0	0	0	0	0	0
Acvr1c	21.142857	148	0	0	0	0	0	0	0
Zfp68	21.000000	147	0	0	0	0	0	0	0
Vps51	21.000000	147	0	0	0	0	0	0	0
Vps36	21.000000	147	0	0	0	0	0	0	0
Ttc21b	21.000000	147	0	0	0	0	0	0	0
Tspyl5	21.000000	147	0	0	0	0	0	0	0
Tet2	21.000000	147	0	0	0	0	0	0	0
Syn3	21.000000	147	0	0	0	0	0	0	0
Svbp	21.000000	147	0	0	0	0	0	0	0
Srgap2	21.000000	147	0	0	0	0	0	0	0
Spdya	21.000000	147	0	0	0	0	0	0	0
Smpd5	21.000000	147	0	0	0	0	0	0	0
Smpd4	21.000000	147	0	0	0	0	0	0	0
Sapcd2	21.000000	147	0	0	0	0	0	0	0
Ric1	21.000000	147	0	0	0	0	0	0	0
Pxdc1	21.000000	147	0	0	0	0	0	0	0
Ppil1	21.000000	147	0	0	0	0	0	0	0
Pmvk	21.000000	147	0	0	0	0	0	0	0
Megf9	21.000000	147	0	0	0	0	0	0	0
Mbd4	21.000000	147	0	0	0	0	0	0	0
Ift122	21.000000	147	0	0	0	0	0	0	0
Idh3a	21.000000	147	0	0	0	0	0	0	0
Grik4	21.000000	147	0	0	0	0	0	0	0
Fstl4	21.000000	147	0	0	0	0	0	0	0
Fam72a	21.000000	147	0	0	0	0	0	0	0
Arhgef17	21.000000	147	0	0	0	0	0	0	0
Washc3	20.857143	146	0	0	0	0	0	0	0
Vps37d	20.857143	146	0	0	0	0	0	0	0
Uqcrc2	20.857143	146	0	0	0	0	0	0	0
Syde1	20.857143	146	0	0	0	0	0	0	0
Sesn3	20.857143	146	0	0	0	0	0	0	0
Scgb1c1	20.857143	146	0	0	0	0	0	0	0
Rpn1	20.857143	146	0	0	0	0	0	0	0
Rfwd3	20.857143	146	0	0	0	0	0	0	0
Pi4kb	20.857143	146	0	0	0	0	0	0	0
Phldb1	20.857143	146	0	0	0	0	0	0	0
Pcyox1l	20.857143	146	0	0	0	0	0	0	0
Ndufaf5	20.857143	146	0	0	0	0	0	0	0
Klf8	20.857143	146	0	0	0	0	0	0	0
Klc2	20.857143	146	0	0	0	0	0	0	0
Hspa2	20.857143	146	0	0	0	0	0	0	0
Grpel1	20.857143	146	0	0	0	0	0	0	0
Gm13272	20.857143	146	0	0	0	0	0	0	0
Flvcr1	20.857143	146	0	0	0	0	0	0	0
Esf1	20.857143	146	0	0	0	0	0	0	0
Camta1	20.857143	146	0	0	0	0	0	0	0
Cables1	20.857143	146	0	0	0	0	0	0	0
Ajuba	20.857143	146	0	0	0	0	0	0	0
Adgrv1	20.857143	146	0	0	0	0	0	0	0
Adamts9	20.857143	146	0	0	0	0	0	0	0
Uxt	20.714286	145	0	0	0	0	0	0	0
Spc24	20.714286	145	0	0	0	0	0	0	0
Sp1	20.714286	145	0	0	0	0	0	0	0
Schip1	20.714286	145	0	0	0	0	0	0	0
Rprd1a	20.714286	145	0	0	0	0	0	0	0
Poglut3	20.714286	145	0	0	0	0	0	0	0
Pigbos1	20.714286	145	0	0	0	0	0	0	0
Pigb	20.714286	145	0	0	0	0	0	0	0
Pdhb	20.714286	145	0	0	0	0	0	0	0
Pcmtd2	20.714286	145	0	0	0	0	0	0	0
Pced1b	20.714286	145	0	0	0	0	0	0	0
Pa2g4	20.714286	145	0	0	0	0	0	0	0
Msrb3	20.714286	145	0	0	0	0	0	0	0
Mkrn3	20.714286	145	0	0	0	0	0	0	0
Mfge8	20.714286	145	0	0	0	0	0	0	0
Metrnl	20.714286	145	0	0	0	0	0	0	0
Map1s	20.714286	145	0	0	0	0	0	0	0
Kmt5a	20.714286	145	0	0	0	0	0	0	0
H13	20.714286	145	0	0	0	0	0	0	0
Gna12	20.714286	145	0	0	0	0	0	0	0
Eid1	20.714286	145	0	0	0	0	0	0	0
Dyrk3	20.714286	145	0	0	0	0	0	0	0
Depdc7	20.714286	145	0	0	0	0	0	0	0
Dennd3	20.714286	145	0	0	0	0	0	0	0
Dcun1d4	20.714286	145	0	0	0	0	0	0	0
Coq7	20.714286	145	0	0	0	0	0	0	0
Cnot6l	20.714286	145	0	0	0	0	0	0	0
Bcl2l2	20.714286	145	0	0	0	0	0	0	0
Apbb2	20.714286	145	0	0	0	0	0	0	0
Amigo2	20.714286	145	0	0	0	0	0	0	0
Zscan26	20.571429	144	0	0	0	0	0	0	0
Zbtb12	20.571429	144	0	0	0	0	0	0	0
Usp9x	20.571429	144	0	0	0	0	0	0	0
Uhrf1bp1	20.571429	144	0	0	0	0	0	0	0
U2af1	20.571429	144	0	0	0	0	0	0	0
Traf1	20.571429	144	0	0	0	0	0	0	0
Tmx3	20.571429	144	0	0	0	0	0	0	0
Tmem63a	20.571429	144	0	0	0	0	0	0	0
Tmcc1	20.571429	144	0	0	0	0	0	0	0
Tle4	20.571429	144	0	0	0	0	0	0	0
Tex2	20.571429	144	0	0	0	0	0	0	0
Synpo	20.571429	144	0	0	0	0	0	0	0
Snx2	20.571429	144	0	0	0	0	0	0	0
Smpd1	20.571429	144	0	0	0	0	0	0	0
Slc9a1	20.571429	144	0	0	0	0	0	0	0
Slc46a3	20.571429	144	0	0	0	0	0	0	0
Slc25a42	20.571429	144	0	0	0	0	0	0	0
Slc25a28	20.571429	144	0	0	0	0	0	0	0
Slc12a6	20.571429	144	0	0	0	0	0	0	0
Qtrt2	20.571429	144	0	0	0	0	0	0	0
Ptpn3	20.571429	144	0	0	0	0	0	0	0
Psmb1	20.571429	144	0	0	0	0	0	0	0
Ppp1r13b	20.571429	144	0	0	0	0	0	0	0
Polr2f	20.571429	144	0	0	0	0	0	0	0
Mtap	20.571429	144	0	0	0	0	0	0	0
Mlh1	20.571429	144	0	0	0	0	0	0	0
Kcp	20.571429	144	0	0	0	0	0	0	0
Ier3	20.571429	144	0	0	0	0	0	0	0
Epm2aip1	20.571429	144	0	0	0	0	0	0	0
Ddi2	20.571429	144	0	0	0	0	0	0	0
Coprs	20.571429	144	0	0	0	0	0	0	0
Clk4	20.571429	144	0	0	0	0	0	0	0
Ccdc191	20.571429	144	0	0	0	0	0	0	0
BC049762	20.571429	144	0	0	0	0	0	0	0
1700088E04Rik	20.571429	144	0	0	0	0	0	0	0
Zfp317	20.428571	143	0	0	0	0	0	0	0
Zfand1	20.428571	143	0	0	0	0	0	0	0
Zdhhc2	20.428571	143	0	0	0	0	0	0	0
Tmem186	20.428571	143	0	0	0	0	0	0	0
Tbx1	20.428571	143	0	0	0	0	0	0	0
Stk17b	20.428571	143	0	0	0	0	0	0	0
Spag7	20.428571	143	0	0	0	0	0	0	0
Spa17	20.428571	143	0	0	0	0	0	0	0
Smyd4	20.428571	143	0	0	0	0	0	0	0
Siae	20.428571	143	0	0	0	0	0	0	0
Sec61b	20.428571	143	0	0	0	0	0	0	0
Sec14l5	20.428571	143	0	0	0	0	0	0	0
Ruvbl1	20.428571	143	0	0	0	0	0	0	0
Rpa1	20.428571	143	0	0	0	0	0	0	0
Rhbdl3	20.428571	143	0	0	0	0	0	0	0
Ppp4r4	20.428571	143	0	0	0	0	0	0	0
Pmm2	20.428571	143	0	0	0	0	0	0	0
Plscr1	20.428571	143	0	0	0	0	0	0	0
Ndufaf4	20.428571	143	0	0	0	0	0	0	0
Ndfip1	20.428571	143	0	0	0	0	0	0	0
Mov10	20.428571	143	0	0	0	0	0	0	0
Lmo4	20.428571	143	0	0	0	0	0	0	0
Ldhb	20.428571	143	0	0	0	0	0	0	0
Lamtor5	20.428571	143	0	0	0	0	0	0	0
Ints7	20.428571	143	0	0	0	0	0	0	0
Hspa1b	20.428571	143	0	0	0	0	0	0	0
Hsf4	20.428571	143	0	0	0	0	0	0	0
Gjb2	20.428571	143	0	0	0	0	0	0	0
Gigyf2	20.428571	143	0	0	0	0	0	0	0
Gba	20.428571	143	0	0	0	0	0	0	0
Elovl7	20.428571	143	0	0	0	0	0	0	0
Dtl	20.428571	143	0	0	0	0	0	0	0
Cstb	20.428571	143	0	0	0	0	0	0	0
Cpq	20.428571	143	0	0	0	0	0	0	0
Cep152	20.428571	143	0	0	0	0	0	0	0
Capn15	20.428571	143	0	0	0	0	0	0	0
Azin2	20.428571	143	0	0	0	0	0	0	0
Arhgap31	20.428571	143	0	0	0	0	0	0	0
Alg2	20.428571	143	0	0	0	0	0	0	0
Wdr55	20.285714	142	0	0	0	0	0	0	0
Tmub2	20.285714	142	0	0	0	0	0	0	0
Tmem167b	20.285714	142	0	0	0	0	0	0	0
Sgsm1	20.285714	142	0	0	0	0	0	0	0
Rtkn2	20.285714	142	0	0	0	0	0	0	0
Plekhm3	20.285714	142	0	0	0	0	0	0	0
Paxx	20.285714	142	0	0	0	0	0	0	0
Parp2	20.285714	142	0	0	0	0	0	0	0
Ndufv2	20.285714	142	0	0	0	0	0	0	0
Mgat4b	20.285714	142	0	0	0	0	0	0	0
Jup	20.285714	142	0	0	0	0	0	0	0
Inhba	20.285714	142	0	0	0	0	0	0	0
Ifnlr1	20.285714	142	0	0	0	0	0	0	0
Habp4	20.285714	142	0	0	0	0	0	0	0
Fosb	20.285714	142	0	0	0	0	0	0	0
Emc2	20.285714	142	0	0	0	0	0	0	0
Cpm	20.285714	142	0	0	0	0	0	0	0
Coq10a	20.285714	142	0	0	0	0	0	0	0
Chrd	20.285714	142	0	0	0	0	0	0	0
Cblb	20.285714	142	0	0	0	0	0	0	0
Artn	20.285714	142	0	0	0	0	0	0	0
Arrdc4	20.285714	142	0	0	0	0	0	0	0
Zfp651	20.142857	141	0	0	0	0	0	0	0
Zbtb40	20.142857	141	0	0	0	0	0	0	0
Tmem248	20.142857	141	0	0	0	0	0	0	0
St3gal6	20.142857	141	0	0	0	0	0	0	0
Sec14l2	20.142857	141	0	0	0	0	0	0	0
Ryk	20.142857	141	0	0	0	0	0	0	0
Rsbn1l	20.142857	141	0	0	0	0	0	0	0
Rbm38	20.142857	141	0	0	0	0	0	0	0
Rassf8	20.142857	141	0	0	0	0	0	0	0
Otulin	20.142857	141	0	0	0	0	0	0	0
Megf6	20.142857	141	0	0	0	0	0	0	0
Mcph1	20.142857	141	0	0	0	0	0	0	0
Fbxw5	20.142857	141	0	0	0	0	0	0	0
Dusp12	20.142857	141	0	0	0	0	0	0	0
Carm1	20.142857	141	0	0	0	0	0	0	0
C8g	20.142857	141	0	0	0	0	0	0	0
Brpf3	20.142857	141	0	0	0	0	0	0	0
Alas1	20.142857	141	0	0	0	0	0	0	0
Yae1d1	20.000000	140	0	0	0	0	0	0	0
Wfs1	20.000000	140	0	0	0	0	0	0	0
Wdfy1	20.000000	140	0	0	0	0	0	0	0
Vps26b	20.000000	140	0	0	0	0	0	0	0
Trim56	20.000000	140	0	0	0	0	0	0	0
Tmem164	20.000000	140	0	0	0	0	0	0	0
Spdl1	20.000000	140	0	0	0	0	0	0	0
Smo	20.000000	140	0	0	0	0	0	0	0
Slc25a13	20.000000	140	0	0	0	0	0	0	0
Sh3bgrl2	20.000000	140	0	0	0	0	0	0	0
Rbm28	20.000000	140	0	0	0	0	0	0	0
Rab3gap1	20.000000	140	0	0	0	0	0	0	0
Ppp1r15a	20.000000	140	0	0	0	0	0	0	0
Polr2b	20.000000	140	0	0	0	0	0	0	0
Plekha4	20.000000	140	0	0	0	0	0	0	0
Phka1	20.000000	140	0	0	0	0	0	0	0
Numbl	20.000000	140	0	0	0	0	0	0	0
Noa1	20.000000	140	0	0	0	0	0	0	0
Ncapd3	20.000000	140	0	0	0	0	0	0	0
Myo5a	20.000000	140	0	0	0	0	0	0	0
Ipo8	20.000000	140	0	0	0	0	0	0	0
Herc3	20.000000	140	0	0	0	0	0	0	0
Fermt2	20.000000	140	0	0	0	0	0	0	0
Fbxo32	20.000000	140	0	0	0	0	0	0	0
Cyp46a1	20.000000	140	0	0	0	0	0	0	0
Cplane1	20.000000	140	0	0	0	0	0	0	0
Cirbp	20.000000	140	0	0	0	0	0	0	0
Cdc42bpb	20.000000	140	0	0	0	0	0	0	0
Car2	20.000000	140	0	0	0	0	0	0	0
BC017158	20.000000	140	0	0	0	0	0	0	0
Baiap2l1	20.000000	140	0	0	0	0	0	0	0
Acat1	20.000000	140	0	0	0	0	0	0	0
Abtb2	20.000000	140	0	0	0	0	0	0	0
Zbtb41	19.857143	139	0	0	0	0	0	0	0
Vrk1	19.857143	139	0	0	0	0	0	0	0
Vps72	19.857143	139	0	0	0	0	0	0	0
Vangl1	19.857143	139	0	0	0	0	0	0	0
Ttpa	19.857143	139	0	0	0	0	0	0	0
Ttc38	19.857143	139	0	0	0	0	0	0	0
Tgds	19.857143	139	0	0	0	0	0	0	0
Syce2	19.857143	139	0	0	0	0	0	0	0
Socs1	19.857143	139	0	0	0	0	0	0	0
Slmap	19.857143	139	0	0	0	0	0	0	0
