Target_genes	Tcf7l2|Average	ERX161579|Colon	ERX161580|Colon	ERX161583|Colon	ERX161584|Colon	SRX2734776|Heart_Ventricles	SRX2734777|Heart_Ventricles	SRX2734782|Heart_Ventricles	SRX5647947|Preadiocytes	SRX5647948|Preadiocytes	SRX5647950|Preadiocytes	SRX5647951|Preadiocytes	ERX4312250|Thalamus	ERX4312254|Thalamus	ERX4312255|Thalamus	STRING
Uap1	10.214286	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0
Ttc21b	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Tst	10.214286	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Tmem201	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Svs4	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Snapc2	10.214286	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Smarcal1	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Sh3gl2	10.214286	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec11a	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Psd	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Phc1	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Mpst	10.214286	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Hhat	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Grip1	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Galntl5	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Efcab12	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Cnot7	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Cdkal1	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Cd160	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Ccdc30	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Bcl2l1	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Arhgap15	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Amer3	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
4930505A04Rik	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Zdhhc6	10.142857	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
Wdsub1	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Vti1a	10.142857	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
Usp21	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Ubap2	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Tssc4	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Trappc5	10.142857	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
Tom1l2	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Tdg	10.142857	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
Rpusd2	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Ptcd1	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Psmc4	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Pard6a	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Notum	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
Medag	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Mapk10	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
Hps5	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
H2-DMa	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Gtf2h1	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Eif4h	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Dus1l	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Drc3	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Dapk3	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Ctxn2	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
Cpsf4	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Cdc42se2	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Brd2	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Bmp8a	10.142857	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0
Acd	10.142857	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Tmem18	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Tmed7	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Timm8b	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Sdhd	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Scrn3	10.071429	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0
Rpl14	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Rbpj	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
Ppih	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Nlgn1	10.071429	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Hsph1	10.071429	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0
Gid8	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Eif1a	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Dido1	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Crkl	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Cpt1c	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Cir1	10.071429	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0
Asrgl1	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Aif1l	10.071429	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Adrm1	10.071429	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0
Acat1	10.071429	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Xrn2	10.000000	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0
Tmco6	10.000000	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0
Slc25a3	10.000000	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0
Reep2	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Pdcd4	10.000000	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0
Lyst	10.000000	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0
Ikbip	10.000000	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0
Fcho2	10.000000	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0
Etf1	10.000000	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0
Ccdc171	10.000000	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0
Apaf1	10.000000	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0
Zfp41	9.928571	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Swap70	9.928571	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Son	9.928571	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Sgcz	9.928571	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0
Lars	9.928571	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Gart	9.928571	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Fkbp3	9.928571	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Cacng7	9.928571	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0
Vwa5b2	9.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Tut1	9.857143	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0
Tlnrd1	9.857143	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
Stag1	9.857143	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0
Snapc1	9.857143	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0
Sco2	9.857143	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgc5	9.857143	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0
Med15	9.857143	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0
Brk1	9.857143	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0
Arc	9.857143	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0
Uqcc2	9.785714	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Sp4	9.785714	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Slc38a7	9.785714	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Ogg1	9.785714	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Mrpl2	9.785714	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Mon2	9.785714	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Klc4	9.785714	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Heg1	9.785714	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Grik2	9.785714	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Frmd6	9.785714	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
E4f1	9.785714	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Cxcl12	9.785714	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Commd5	9.785714	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Cnot4	9.785714	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Uchl1	9.714286	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Tuft1	9.714286	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0
Prkce	9.714286	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0
Mvb12b	9.714286	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Fxyd1	9.714286	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0
Bnip3	9.714286	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0
Arhgdia	9.714286	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0
Adgra3	9.714286	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan4	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Trim9	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Trappc3l	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Tmco2	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Tfcp2	9.642857	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0
Selenov	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Rabgap1l	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Polr2l	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Plekhh2	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Pdf	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Pcdh18	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Oma1	9.642857	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0
Mphosph9	9.642857	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0
Mob1b	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Mdn1	9.642857	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0
Mcm6	9.642857	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0
Map1a	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Itgav	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Gpx4	9.642857	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0
Frmd4b	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Fmn2	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Dtna	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Dgcr8	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Cyb5b	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Cep192	9.642857	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0
Cd320	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Agxt2	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
2810006K23Rik	9.642857	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0
Uba6	9.571429	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Samhd1	9.571429	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Rbks	9.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Mrps14	9.571429	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Maml3	9.571429	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0
Gm13277	9.571429	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0
Edaradd	9.571429	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0
Dcn	9.571429	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Bzw1	9.571429	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
Babam2	9.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Apba2	9.571429	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0
Agfg2	9.571429	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Rnaseh2b	9.500000	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0
Rassf1	9.500000	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0
Rab15	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
Pole2	9.500000	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
Nt5c2	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
Map3k12	9.500000	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0
Ina	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
Ier3	9.500000	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Flot1	9.500000	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Fam76b	9.500000	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
Cep57	9.500000	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
Cdc37l1	9.500000	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
AY358078	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Vgll4	9.428571	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0
Thnsl1	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Slc26a3	9.428571	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0
Shmt2	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Sbk1	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Saysd1	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Nradd	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Nlrc4	9.428571	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs8	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Meis1	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Lig3	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Fam172a	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Fam160a2	9.428571	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0
Eri3	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Enkur	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Ddr1	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Col18a1	9.428571	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Ube3c	9.357143	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Tm9sf3	9.357143	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Ssr1	9.357143	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Smarcb1	9.357143	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Myo9b	9.357143	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Mesd	9.357143	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Isca1	9.357143	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
Haus8	9.357143	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Atg16l2	9.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Ap1s1	9.357143	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Aldh9a1	9.357143	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Rimbp2	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0
Brf1	9.285714	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0
Actn4	9.285714	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0
Serinc3	9.214286	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Sec61a2	9.214286	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0
Racgap1	9.214286	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Polr2j	9.214286	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Plekhh3	9.214286	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
Pgap2	9.214286	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Opa1	9.214286	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Nup98	9.214286	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Lsm10	9.214286	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Klrb1c	9.214286	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Itga1	9.214286	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0
Dffb	9.214286	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Clcn2	9.214286	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0
Cep104	9.214286	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Atxn3	9.214286	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Arl6	9.214286	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0
Zfp322a	9.142857	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Zcchc9	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Zcchc14	9.142857	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Zbtb22	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Ubqln2	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Txlna	9.142857	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Ttr	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Sf3b1	9.142857	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Selenbp1	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Rbm6	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Rad1	9.142857	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Ppt1	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Pcgf3	9.142857	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Nnat	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Lrrfip2	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Klhl3	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Gm13283	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Eps8l3	9.142857	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Entpd5	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Ell	9.142857	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Col5a1	9.142857	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Cfh	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Ces1d	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Brix1	9.142857	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Bbof1	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Actl6a	9.142857	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
1110051M20Rik	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Zzz3	9.071429	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0
Ubqln4	9.071429	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0
Trim37	9.071429	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Tmem63b	9.071429	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Tab1	9.071429	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0
Stt3b	9.071429	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Stk16	9.071429	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Plk1	9.071429	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl14	9.071429	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Mak16	9.071429	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0
Lamtor2	9.071429	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0
Hnrnpf	9.071429	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0
Gxylt1	9.071429	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Glb1l	9.071429	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Dnm1	9.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Csnk2a1	9.071429	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0
Cntnap2	9.071429	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
Cmtr1	9.071429	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0
Cd274	9.071429	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl4	9.071429	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Wfdc9	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0
Ube2s	9.000000	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Spata1	9.000000	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Rtn4	9.000000	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Rraga	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0
Nanp	9.000000	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Mfsd8	9.000000	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Lrrc8a	9.000000	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Kri1	9.000000	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Itgb3bp	9.000000	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Gng5	9.000000	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Fat3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0
Efcab7	9.000000	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Chkb	9.000000	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Vps13a	8.928571	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Tnks1bp1	8.928571	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Tbc1d31	8.928571	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Syt13	8.928571	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
Rpa2	8.928571	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Rbm17	8.928571	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Prpf40a	8.928571	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Pla2g6	8.928571	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
Nub1	8.928571	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Nek8	8.928571	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Naa16	8.928571	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Mtpn	8.928571	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Mpp4	8.928571	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Il18	8.928571	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Bco2	8.928571	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Arl6ip6	8.928571	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Zfp106	8.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Wdr25	8.857143	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Wars	8.857143	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Tbc1d24	8.857143	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0
Rd3l	8.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Prkcsh	8.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Npr3	8.857143	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mybbp1a	8.857143	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0
Gm13279	8.857143	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Gm13278	8.857143	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Gem	8.857143	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0
Gclm	8.857143	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0
Faim2	8.857143	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Dnmt1	8.857143	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Dek	8.857143	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0
Dcaf7	8.857143	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ccdc151	8.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Casq1	8.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Usf1	8.785714	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
Rpap2	8.785714	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
Lss	8.785714	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
Iffo2	8.785714	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Gzf1	8.785714	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
Glmn	8.785714	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
Arpp21	8.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Zfp619	8.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Zbtb39	8.714286	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
Ubxn10	8.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Rnf145	8.714286	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
Pram1	8.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Pnisr	8.714286	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
Mtres1	8.714286	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
Mgat4b	8.714286	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0
Kbtbd11	8.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0
H4f16	8.714286	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
